,0,1,2,3,4,5,6,7,8,9
2,0.8013389516954614,0.7058715156157039,0.7483612195479777,0.8118489627442331,0.810100352878339,0.7422342194316996,0.7717173639191611,0.7413479050010545,0.754045117147229,0.7976299338623803
3,0.8159978928248274,0.7433282153604011,0.8139696147938446,0.8817168659200675,0.8621228519298308,0.887843138856584,0.8556293340374931,0.8620816645523949,0.8361479357810641,0.8515012531873616
4,0.8090509434566291,0.8191420798939015,0.841756153084824,0.8461176780891041,0.8632000931746353,0.9142226578705087,0.8928322340038909,0.9092890321426921,0.8847223163186771,0.8385097662790404
5,0.8736680099834389,0.8575221740736257,0.9019314030498057,0.914667332557009,0.8928775686720951,0.9141790168434795,0.9441575603810629,0.9404826747999915,0.9001064969437828,0.888443123367053
6,0.8923002919660877,0.8561621225587904,0.8977156967206679,0.9303222141667131,0.9054234752412266,0.9222009612947187,0.9500981890796232,0.9257036282598422,0.905981602529857,0.9044359899899146
7,0.9145506613734281,0.9082749755877916,0.9209730506868734,0.9354283035279722,0.9060403755965699,0.9522084340176594,0.9335280275044462,0.9146445039758991,0.9165471171810035,0.8948703459306446
8,0.9147055788505397,0.9125820766732944,0.9294125453224497,0.9369477463960451,0.9026453770622997,0.9454017331323116,0.9478848521574417,0.9468382900833303,0.9312207166605144,0.9189419683452456
9,0.9236331939118009,0.9172982875094602,0.9304928570414881,0.948815295301806,0.8980331245914759,0.9465262347810119,0.9510095868870195,0.9498259579749092,0.9445446666779438,0.942535659322692
10,0.9392035220358377,0.8892271800737981,0.9333869712376401,0.9222192830696094,0.9265866287660617,0.9511668149686616,0.9524909276065306,0.9446795041478635,0.9448320898184251,0.9253970049049034
15,0.9508732471523731,0.9457126285698844,0.9693904723412555,0.9613355167931774,0.9560124529803956,0.9635223920908694,0.9640705812506566,0.954444087148904,0.9625433888600519,0.9597363634724826
20,0.9739481119199168,0.9485896627154061,0.9817373783939666,0.9710506789856073,0.9599988102525859,0.9827750436887317,0.9619488368302803,0.9649930430442893,0.972054055248146,0.981619141195032
25,0.9776407715998032,0.9659161703732395,0.9773874710689641,0.9850062431754576,0.9735297381494655,0.9818608010746034,0.9800257167623975,0.9803455099504168,0.9802679945409335,0.986089691915282
30,0.9842788033422206,0.9820429384891047,0.9850665329557085,0.9873557950147073,0.9766878976976348,0.9845759224015769,0.9793166721108737,0.9813422642143775,0.9788496952199184,0.9820543820124196
35,0.9898830608990101,0.981357677986689,0.9899867864773816,0.9887300036901447,0.9853371417594995,0.9839324773943628,0.9866410412137621,0.9798922167619208,0.9781517518099652,0.989798158535235
40,0.9883662759377049,0.9829657781488664,0.9904409389407741,0.9878047489758633,0.9891530486631223,0.988787349318188,0.9829252634372547,0.9733430852105797,0.9805693428857161,0.9838202780511685
45,0.9880587288590651,0.9768472058944884,0.9820850198121895,0.9845894029818022,0.9914746625715859,0.9889099755215112,0.9907264793901148,0.9778497363826113,0.9814074973907866,0.9905275712867552
50,0.9888676398039408,0.9876548892883394,0.984739252852195,0.9902788074486152,0.9908637341112388,0.9881568897462005,0.9904132527030134,0.9866262143398156,0.9818120145480942,0.9865289738669737
55,0.993142773771141,0.9930865406384464,0.9897753935946696,0.9906171041003207,0.9906630776036741,0.985607212326005,0.9907628162017388,0.9880564405765889,0.9844949067387656,0.9934736682779735
60,0.9912786903100905,0.9911648399183067,0.9919171299594173,0.994022269343839,0.988341263416866,0.9915577689828927,0.9909168433981592,0.9877588027968939,0.9864807689386326,0.9943497380156406
