,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.16158041954040528,0.037713693222681643,0.0016627311706542969,0.0002727461861164212,tanh,0.1,"(12, 12)",0.064,"{'NN__activation': 'tanh', 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (12, 12), 'NN__learning_rate_init': 0.064}",0.7298051315112861,0.6998035197593117,0.7049356223175965,0.6978340074721339,0.7254685521968691,0.7115728413657079,0.013395026226013712,1,0.7357172966814325,0.7432382108592336,0.7070005445648386,0.713284207042397,0.758845330115975,0.7316171178527754,0.019158852321385127
