,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.33879551887512205,0.09287281947741464,0.006095123291015625,0.003236721247215962,logistic,0.001,"(38, 38)",0.128,"{'NN__activation': 'logistic', 'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (38, 38), 'NN__learning_rate_init': 0.128}",0.5871661437208234,0.5,0.6066495965238983,0.6566961514587213,0.5,0.5701718334352869,0.06153957516474309,1,0.646891996891997,0.5,0.6418007597938394,0.6314975681757689,0.5,0.584038064972321,0.06879584703121155
