,0,1,2,3,4,5,6,7,8,9
2,0.8323016788689929,0.8560354423133651,0.8768546841692794,0.8381253293482424,0.8608280513830258,0.8641326252898559,0.7461504910627521,0.8621955372327162,0.8588798592824292,0.9616433199458423
3,0.7368913296710327,0.6993375078637268,0.7597497326563483,0.7855746396853114,0.695368499555226,0.804497938324691,0.8062243557442104,0.6652569996590902,0.7084225615563444,0.849439315640745
4,0.5581381307306732,0.5289476956704787,0.6820946136504233,0.6712352093304695,0.79041497714336,0.6196470260193672,0.6631012883106522,0.6352964378329916,0.5716771616913237,0.7252626595506809
5,0.5884756572462864,0.6247254992382074,0.5400638273912519,0.47337044064993333,0.6034112579139995,0.6458023083979253,0.664485984622697,0.676937901204621,0.6009592307993628,0.6794791216863434
6,0.4783506403085425,0.47083026046091153,0.46496869460205476,0.43928534848141426,0.519901572170417,0.4540147949633298,0.46733234428949166,0.5175319274809587,0.48295204341277226,0.5138464111967088
7,0.3486695480748778,0.42841654561330006,0.41551111969117016,0.41127866066336294,0.41545700975298444,0.4766070973742074,0.4082605041420068,0.452198948816223,0.5088238781267231,0.4848296702221868
8,0.2993795070473017,0.27890436169256394,0.37426439620819446,0.3528572503797231,0.26724583235921345,0.3134315557000089,0.28704307649550653,0.5040184182214605,0.36297035618431356,0.5376470843501118
9,0.29083793490345256,0.21350819760671177,0.24669870353262116,0.218871012129497,0.2726621633244615,0.2482574731374514,0.24553230487066594,0.4319305269006665,0.1828026022861467,0.39012295121253376
10,0.11314141141496022,0.29258751752350626,0.16350648204927076,0.16666666666666724,0.14023227097591645,0.18463668525918575,0.16790772454620534,0.36154124675911053,0.145276317255763,0.3380814655016183
15,8.447210904474333e-30,2.151459499758002e-30,2.737676929726477e-30,0.08333333333333373,4.2494765064468894e-30,2.309558301587522e-30,3.4414006753011895e-30,3.548588164200211e-30,1.8179261047659873e-30,5.343237144615908e-30
20,2.5205825308106905e-30,1.5355317293221091e-30,7.036506841166328e-30,0.08333333333333358,1.3914689966725451e-30,2.439725867501974e-30,6.1158179508302346e-30,2.067173670031007e-30,2.1174409646555607e-30,4.8516437203307645e-30
25,1.567430158225988e-30,1.2736333025926545e-30,1.3314040102981718e-30,1.2084224906825174e-30,1.886550681880949e-30,8.721486201450309e-31,8.82375611386866e-31,3.348078230721543e-30,1.1590452928663512e-30,7.924692554568042e-31
30,7.03341140117271e-30,1.2076963340519862e-30,8.546213998082318e-31,1.0813052912117822e-30,7.76384694624873e-30,2.380860596029478e-30,1.058693329622754e-30,8.200821191769297e-31,1.73045904157913e-30,1.2278647140850488e-30
35,1.649931622032803e-30,2.213721552657096e-30,7.721374195405617e-30,1.1655855642635035e-30,6.3336916363461785e-31,1.3659999658634132e-30,1.4982161690525687e-30,1.1686062454160822e-30,3.413982364089969e-30,1.2700015296570783e-30
40,7.929508647420414e-31,7.834243885214895e-31,1.1056723358662141e-30,6.833443111906308e-31,8.563330952687722e-31,8.59885102052246e-31,9.582126174766236e-31,1.0131866189504486e-29,1.8208790438168447e-30,9.650827517748372e-31
45,1.0206527009330001e-30,1.109592347394491e-30,1.148874639142282e-30,1.0236395727902587e-30,7.18867357130864e-30,1.4195213131647955e-30,1.0995593284001128e-30,7.384298686843686e-31,3.9480167572826606e-30,4.9507538892277994e-30
50,1.2728792158259895e-30,1.1748882198143164e-30,4.210613269055517e-30,1.4586119116219219e-30,2.0160064826066342e-30,7.888866829818246e-30,8.67164376234044e-31,6.052987389372965e-31,1.5615937609020353e-30,1.3446741426891164e-30
55,1.4442790222586068e-30,1.410849104060613e-30,2.6132115327752175e-30,1.0839152732086165e-30,9.224172013219524e-31,6.707008172779792e-30,1.8643098443951676e-30,7.076653105643693e-30,5.4472717866722104e-30,1.0433138427867074e-30
60,1.4006273726425345e-30,1.0738109652582273e-30,5.8905852013847504e-30,6.213322386705533e-31,9.071629369748305e-31,3.763916434804698e-30,8.378373986499912e-31,1.5322386559098648e-30,8.4709776526597e-31,1.0242811851848115e-30
