mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.4143310546875,0.19204041313070244,0.15298476219177246,0.024334694506323532,1,{'MLP__max_iter': 1},0.6900749063670412,0.6701564657156005,0.6718615408215038,0.6803308671693392,0.690068674997345,0.6805007411117583,0.008542840597940185,22,0.6730370986583595,0.6885117294270628,0.6865247591752249,0.6826624959088539,0.6840291599218038,0.6829530486182609,0.00535209395767109
1.3609315872192382,0.09162652937247213,0.17718138694763183,0.017346060592620477,2,{'MLP__max_iter': 2},0.6948272206911172,0.6660471757112346,0.6841097619974748,0.6865936257330642,0.7057653958252209,0.6874703649823882,0.013112653394275371,21,0.6841060745513114,0.6802896310449453,0.6881584534140064,0.6877725588019356,0.6908845942909713,0.686242262420634,0.0036759205388563333
3.100857877731323,0.10578645168414469,0.20013790130615233,0.04977146638504596,4,{'MLP__max_iter': 4},0.726114762207618,0.683369322807887,0.7073642724816217,0.6963845327858214,0.7158070492170814,0.7058127592285556,0.014881449851603654,20,0.7158240114694324,0.7095794743872128,0.7097237702235314,0.7082957390158251,0.7083173004626313,0.7103480591117266,0.002803658744764076
6.146002531051636,0.08770685834326304,0.16280050277709962,0.01500607870054062,8,{'MLP__max_iter': 8},0.7421383647798744,0.7095442906533563,0.7203794824595561,0.7228367965827698,0.7306187829657687,0.7251075460308617,0.010866005853892993,19,0.7305627337840869,0.7304089377172732,0.731292404178719,0.7279857628108166,0.7201385018885615,0.7280776680758914,0.0041227103767665
12.253085565567016,0.33459314866278583,0.18491792678833008,0.04798939166463286,16,{'MLP__max_iter': 16},0.7459543495159353,0.7221229070055577,0.7228102469703942,0.7278576232787002,0.7321645603974181,0.7301856433574926,0.0086901728396939,3,0.7387053524018549,0.7435719245636848,0.7368607860308362,0.7343364381816734,0.7313432670788772,0.7369635536513852,0.004128058794005035
23.781438446044923,0.5880401737463756,0.16509656906127929,0.029904633264617213,32,{'MLP__max_iter': 32},0.7530739877040492,0.7315568692697085,0.7256776051069654,0.7357458081112016,0.745787461503062,0.7383718016118745,0.009856651494465683,1,0.7400527452299195,0.7548811798423694,0.7554401188865005,0.752619992215765,0.7552344558554255,0.7516456984059959,0.005883722609186828
41.56403813362122,3.926509662295699,0.11743674278259278,0.03262159420582384,64,{'MLP__max_iter': 64},0.7525793230160412,0.7403565907937742,0.7045765631821775,0.7325215051860242,0.7265360425737784,0.7313190015006565,0.01595864581590428,2,0.761656017322147,0.7577914223036029,0.7477952038496581,0.750485408981946,0.7481700413095207,0.7531796187533749,0.005558140354405967
43.134144926071166,5.613198377668332,0.08893208503723145,0.003368833375096342,128,{'MLP__max_iter': 128},0.7512366617200198,0.7205240303491569,0.7045765631821775,0.7325215051860242,0.7265360425737784,0.7270846367538099,0.015252854193428518,4,0.7551683245424616,0.7494935824288583,0.7477952038496581,0.750485408981946,0.7481700413095207,0.7502225122224889,0.0026520171809384756
43.280496215820314,6.376655471400662,0.0904909610748291,0.004843700097789496,256,{'MLP__max_iter': 256},0.7512366617200198,0.7205240303491569,0.7045765631821775,0.7325215051860242,0.7265360425737784,0.7270846367538099,0.015252854193428518,4,0.7551683245424616,0.7494935824288583,0.7477952038496581,0.750485408981946,0.7481700413095207,0.7502225122224889,0.0026520171809384756
42.59878187179565,5.475586370836781,0.0857853889465332,0.0049649001055720975,512,{'MLP__max_iter': 512},0.7512366617200198,0.7205240303491569,0.7045765631821775,0.7325215051860242,0.7265360425737784,0.7270846367538099,0.015252854193428518,4,0.7551683245424616,0.7494935824288583,0.7477952038496581,0.750485408981946,0.7481700413095207,0.7502225122224889,0.0026520171809384756
44.52566819190979,6.527206614466868,0.08585906028747559,0.0020989188622822477,1024,{'MLP__max_iter': 1024},0.7512366617200198,0.7205240303491569,0.7045765631821775,0.7325215051860242,0.7265360425737784,0.7270846367538099,0.015252854193428518,4,0.7551683245424616,0.7494935824288583,0.7477952038496581,0.750485408981946,0.7481700413095207,0.7502225122224889,0.0026520171809384756
43.45396409034729,6.125858933692841,0.08969674110412598,0.008616676792740474,2048,{'MLP__max_iter': 2048},0.7512366617200198,0.7205240303491569,0.7045765631821775,0.7325215051860242,0.7265360425737784,0.7270846367538099,0.015252854193428518,4,0.7551683245424616,0.7494935824288583,0.7477952038496581,0.750485408981946,0.7481700413095207,0.7502225122224889,0.0026520171809384756
43.78849024772644,7.732253800335509,0.09913530349731445,0.024101879328397052,2100,{'MLP__max_iter': 2100},0.7512366617200198,0.7205240303491569,0.7045765631821775,0.7325215051860242,0.7265360425737784,0.7270846367538099,0.015252854193428518,4,0.7551683245424616,0.7494935824288583,0.7477952038496581,0.750485408981946,0.7481700413095207,0.7502225122224889,0.0026520171809384756
43.25709919929504,6.056054290265823,0.08473572731018067,0.0035906120998285686,2200,{'MLP__max_iter': 2200},0.7512366617200198,0.7205240303491569,0.7045765631821775,0.7325215051860242,0.7265360425737784,0.7270846367538099,0.015252854193428518,4,0.7551683245424616,0.7494935824288583,0.7477952038496581,0.750485408981946,0.7481700413095207,0.7502225122224889,0.0026520171809384756
