mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.005709934234619141,7.622692025064907e-05,0.0010876178741455079,7.760843733342144e-05,1,{'SVM__max_iter': 1},0.4308845136644137,0.42762225372076534,0.4577427356484762,0.523792443806791,0.5040052606408416,0.468720108337759,0.03876697353590949,16,0.44979946524064174,0.45062312228774887,0.43669559734431207,0.5407115413771554,0.511637151615778,0.4778933755731273,0.040779788669408304
0.00631556510925293,0.00047659700067993895,0.0011220932006835937,9.33452552799867e-05,2,{'SVM__max_iter': 2},0.5012929767851895,0.4999999999999999,0.49397590361445776,0.5037063605930177,0.5098637015781923,0.5017604598552649,0.0051617389443237354,8,0.49668003565062385,0.49577537925151133,0.49729053076666285,0.5056244383881787,0.5148043649487662,0.5020349498011486,0.007298071423722757
0.006792211532592773,0.00023761042957828806,0.0011056900024414063,4.435446870900386e-05,4,{'SVM__max_iter': 4},0.472318542462533,0.46580439404677526,0.4859142452161587,0.5408895265423243,0.47937589670014347,0.4888193171164696,0.026849913991958366,13,0.4973262032085561,0.474889655428211,0.5059771521827824,0.5243818109878081,0.5021854326675961,0.5009520508949906,0.015925587966970536
0.0083038330078125,0.000686136749325653,0.0012221813201904296,0.00013841264479968172,8,{'SVM__max_iter': 8},0.5063179547458125,0.5015355539806283,0.48928065201984405,0.46837637494021994,0.4430296508847441,0.4817614682530469,0.023358248824385357,15,0.49778297682709455,0.5038203330736989,0.5028578316828008,0.4854914635003162,0.4736638723204414,0.49272329548087035,0.01155001686313471
0.010989713668823241,0.0008109836814528512,0.0013654708862304687,0.00012390725263936516,16,{'SVM__max_iter': 16},0.4724654716426682,0.5090952043467989,0.4910229151901724,0.5370038259206121,0.49545671927307505,0.5009676932117111,0.02147609104618884,9,0.5056483957219251,0.4900708430696189,0.4736953377100255,0.5239935361483875,0.5024036061487942,0.4991623437597502,0.01673551044520338
0.01640629768371582,0.002456929705524489,0.0013952255249023438,8.621408346440157e-05,32,{'SVM__max_iter': 32},0.5054657655010285,0.5115461847389559,0.4861209544058587,0.5013151602104257,0.48069105691056907,0.4970421112241719,0.011712760249875387,11,0.5200089126559714,0.5072308148807536,0.5009977374726456,0.48635121493046196,0.4654749710642798,0.4960127302008225,0.018721175733419818
0.022165489196777344,0.002367489803224091,0.0017691612243652343,0.0002650796304952839,64,{'SVM__max_iter': 64},0.5196297384660592,0.5211433971178832,0.4557051736357193,0.5013151602104257,0.46377331420373025,0.49234603079983086,0.02762323065964427,12,0.5117312834224599,0.4886984904120765,0.532684247616928,0.49488031890306816,0.48700388644624976,0.5029996453601565,0.01722630495835589
0.0325016975402832,0.004877910299879846,0.0017760753631591796,0.00043527524648085514,128,{'SVM__max_iter': 128},0.465589186012342,0.5028643987715568,0.47070635483108897,0.49671209947393585,0.4965327594452415,0.4864522465177117,0.015238407558373874,14,0.5218805704099821,0.4763454619635769,0.4807481176514224,0.5063621605830779,0.48780817004219257,0.49462889613005034,0.017051718542377303
0.05959234237670898,0.012993879278344174,0.0017609596252441406,0.00011159059277628096,256,{'SVM__max_iter': 256},0.4508081104907434,0.5224722419088117,0.5117528939286557,0.5443567670970827,0.4696317551410808,0.49976015841478516,0.034510729638446716,10,0.4933043672014261,0.5110808204443454,0.5056618819776714,0.5240175722098755,0.4976148831292734,0.5063359049925183,0.010784128011061041
0.09436306953430176,0.0053479500842531155,0.002293300628662109,9.0476178608636e-05,512,{'SVM__max_iter': 512},0.49958859829562147,0.5284963382943538,0.4861209544058587,0.506336681013869,0.5504543280726926,0.5141693918499698,0.022716784006515594,7,0.5141711229946524,0.503154556581729,0.4952579652090056,0.505842611869377,0.5479537915962533,0.5132760096502034,0.01836136666409939
0.16317782402038575,0.01182166742478651,0.003363227844238281,6.876028195733352e-05,1024,{'SVM__max_iter': 1024},0.5291507493388187,0.506850933144342,0.5012402551381997,0.5052008608321377,0.5368244858919177,0.515855534176952,0.014311344540906613,6,0.5204545454545455,0.49231667964838083,0.5331719891695411,0.48555432704574614,0.5138909946122244,0.5090777071860877,0.017705457161441517
0.24303665161132812,0.002228923863421344,0.0054089069366455075,0.00010001431770598964,2048,{'SVM__max_iter': 2048},0.5798119306494269,0.5436156390266949,0.6103236475313016,0.5553562888570062,0.5677905308464849,0.5713991643684648,0.022931843142276937,5,0.6163992869875222,0.5131245131857125,0.6799135788731872,0.5592562872790069,0.5885784333664907,0.5914544199383839,0.05590676976708047
0.3362551689147949,0.008292620266717225,0.005771255493164063,0.00015116156081904688,4096,{'SVM__max_iter': 4096},0.6907434616514839,0.7145050791400898,0.63690054334987,0.6837637494022,0.6945241511238641,0.6840849861650627,0.025718660413358286,1,0.691421568627451,0.6744037684062164,0.7138273802900486,0.7024760841188195,0.6948455590603009,0.6953948721005672,0.013012426686943591
0.378749942779541,0.0090618838781424,0.0056877613067626955,8.402831383125229e-05,8192,{'SVM__max_iter': 8192},0.6873053188363207,0.6890798488069926,0.6431313489251121,0.6838235294117647,0.6788020086083214,0.6764291837152853,0.017021125679453616,4,0.6918449197860962,0.6732094506880308,0.7151403879678053,0.6866659024431732,0.6869136587692796,0.690754863930877,0.01367594964400466
