mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__C,param_SVM__class_weight,param_SVM__max_iter,param_SVM__random_state,param_SVM__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
3.028774642944336,0.037596495212271624,0.026624584197998048,0.0003515535946324915,2.251,balanced,-1,42,0.06000001,"{'SVM__C': 2.251, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__random_state': 42, 'SVM__tol': 0.06000001}",0.7517313264080278,0.7297219960588575,0.7407548349794094,0.7253885093277638,0.7445602794199204,0.738434514224033,0.009653171303372805,1,0.7383203830224078,0.742160479084291,0.738229661474228,0.7456910277844123,0.7362858141160028,0.7401374730962684,0.0033678290135859446
