,train,test
0.1,0.36144879999999374,0.016606400000011946
0.2,0.7279680000000213,0.01486040000002049
0.3,1.1268569999999953,0.013168400000006386
0.4,1.6147327999999788,0.011724999999978536
0.5,2.2095417999999993,0.009871400000008634
0.6,2.9385936000000017,0.009119199999997819
0.7,3.5265918000000056,0.006684400000017377
0.8,4.215901400000007,0.004862400000024536
0.9,5.042604599999981,0.0031062000000019905
