mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__beta_1,param_MLP__beta_2,param_MLP__hidden_layer_sizes,param_MLP__learning_rate_init,param_MLP__random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.1384958267211914,0.07652598687764298,0.019550228118896486,0.006658749558391182,tanh,0.1,0.99,0.99,"(12, 12)",0.064,42,"{'MLP__activation': 'tanh', 'MLP__alpha': 0.1, 'MLP__beta_1': 0.99, 'MLP__beta_2': 0.99, 'MLP__hidden_layer_sizes': (12, 12), 'MLP__learning_rate_init': 0.064, 'MLP__random_state': 42}",0.7462016818599392,0.7382827710715423,0.7390763094858815,0.7536756463355634,0.761723128842319,0.7477915338758021,0.008916512761865947,1,0.7398986099802941,0.7588186317437572,0.7671236587674372,0.7604633831347469,0.7404947191041054,0.753359800546068,0.011103310215727651
