mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_DT__alpha,param_DT__class_weight,param_DT__criterion,param_DT__random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.04358587265014648,0.000997966729841542,0.0008910655975341797,4.207384763979003e-05,0.008,balanced,gini,42,"{'DT__alpha': 0.008, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__random_state': 42}",0.6055539230091095,0.7035790219702338,0.6580439404677534,0.6642754662840745,0.678921568627451,0.6620220864930421,0.032360081680564444,1,0.7120432263814617,0.6732984681577092,0.7237676644041393,0.6819640790305701,0.7426976596271821,0.7067542195202124,0.025858074761458627
