,0,1,2,3,4
57,0.8732517482517482,0.8782051282051283,0.8782051282051283,0.8782051282051283,0.8782051282051283
121,0.8457646176911543,0.7629870129870131,0.7629870129870131,0.7629870129870131,0.7629870129870131
185,0.810174069627851,0.7726385636221702,0.7726385636221702,0.7726385636221702,0.7726385636221702
249,0.8063236047107015,0.7563888043808945,0.7563888043808945,0.7563888043808945,0.7563888043808945
313,0.8109978540772533,0.7413305395495025,0.7464135232744783,0.7464135232744783,0.7464135232744783
377,0.7849013938315541,0.727416946621874,0.7468464318616682,0.7468464318616682,0.7468464318616682
441,0.7697056030389363,0.7266144349477681,0.7622822344416466,0.7622822344416466,0.7622822344416466
505,0.7535100776441244,0.6997129921578139,0.7530744208187878,0.7530744208187878,0.7530744208187878
569,0.7381594724220623,0.7025905591316419,0.7610177261613692,0.7594116726646847,0.7594116726646847
633,0.7477425763009211,0.7098565568483786,0.7642024199582054,0.7589861751152074,0.7589861751152074
697,0.7412478885135134,0.7058171452702704,0.7570998733108107,0.7469119675625966,0.7469119675625966
761,0.7362180153942168,0.7141061646210387,0.7527780667082725,0.7415114143269482,0.7415114143269482
825,0.7336134453781514,0.7169163317500915,0.7509134088417977,0.7404822798684694,0.7404822798684694
889,0.7374015748031496,0.7240721406020831,0.7513144156909539,0.7386922962189574,0.7316608885464816
953,0.7300227753375631,0.7115476384144029,0.738937693183667,0.7310899135384316,0.7346996821147734
1017,0.7296296296296296,0.7025883838383837,0.7471590909090909,0.7295250674407968,0.7356998118396295
1081,0.7324858054623067,0.7141945376932323,0.7480770027767416,0.7381629022917184,0.7342783505154638
