mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__C,param_SVM__class_weight,param_SVM__gamma,param_SVM__max_iter,param_SVM__random_state,param_SVM__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.3775763511657715,0.007818899117493016,0.013625192642211913,0.0003645077290707322,0.751,balanced,0.05263157894736842,-1,42,0.050000010000000004,"{'SVM__C': 0.751, 'SVM__class_weight': 'balanced', 'SVM__gamma': 0.05263157894736842, 'SVM__max_iter': -1, 'SVM__random_state': 42, 'SVM__tol': 0.050000010000000004}",0.6835733176608874,0.7290042523033309,0.6596680841011102,0.700920612147298,0.662960306073649,0.6872301385255237,0.025667903668780048,1,0.7341466131907308,0.7180816735284299,0.7551759949556767,0.7405510544435282,0.7426736235656942,0.738125791936812,0.012123321657022497
