,train,test
0.1,0.026897799999824203,0.026287199999933362
0.2,0.038316400000258,0.02098260000020673
0.3,0.08126660000034462,0.02617439999976341
0.4,0.14172639999997044,0.029172200000175508
0.5,0.21997959999989689,0.030037000000083934
0.6,0.31543099999980767,0.028280200000335754
0.7,0.4273291999999856,0.0246447999999873
0.8,0.553968999999961,0.018671200000062525
0.9,0.7087802000001829,0.010709399999905144
