,0,1,2,3,4
57,0.8277972027972027,0.8803418803418803,0.8803418803418803,0.8803418803418803,0.8803418803418803
121,0.7841079460269865,0.8311688311688313,0.8311688311688313,0.8311688311688313,0.8311688311688313
185,0.7464735894357742,0.7841530054644806,0.7841530054644806,0.7841530054644806,0.7841530054644806
249,0.7635688684075781,0.7674551262549437,0.7674551262549437,0.7674551262549437,0.7674551262549437
313,0.7641630901287554,0.7212676794133054,0.7217847110754414,0.7217847110754414,0.7217847110754414
377,0.740936387900356,0.6745614035087719,0.7256041386152647,0.7256041386152647,0.7256041386152647
441,0.7154558404558404,0.681980056980057,0.7521583842951847,0.7521583842951847,0.7521583842951847
505,0.7027195558595164,0.6830584525830705,0.7298179149476358,0.7298179149476358,0.7298179149476358
569,0.7010838697463081,0.6609948882998862,0.7386002444987776,0.7310280081364419,0.7310280081364419
633,0.6998206960604733,0.6821482933876836,0.7388354273625551,0.7158218125960062,0.7158218125960062
697,0.688988597972973,0.669774070945946,0.7136982685810811,0.7174894453036826,0.7174894453036826
761,0.6912748769156093,0.6742727619443866,0.7170792594133555,0.7070541415201608,0.7070541415201608
825,0.6895871392035077,0.6725429302155647,0.7100474972597737,0.7006576543660944,0.7006576543660944
889,0.6854330708661417,0.6778966863052178,0.7177610808660849,0.6873306485693689,0.7007254750898817
953,0.681660430562334,0.6702049780380676,0.711591020009761,0.6846344049950764,0.6894651720484081
1017,0.6722643097643097,0.6649410774410772,0.699726430976431,0.670270509936433,0.6802214502822406
1081,0.6777902109494798,0.6712482904388909,0.7087653860499812,0.6810622983370563,0.684918455298293
