,train,test
0.1,0.07385640000011336,0.0742867999997543
0.2,0.20539739999985612,0.10766680000033375
0.3,0.46747079999968266,0.14212440000010246
0.4,0.8520316000000093,0.16197580000025483
0.5,1.4061319999997068,0.1744803999998112
0.6,1.9831372000002374,0.15788859999993293
0.7,2.713862600000175,0.13786459999955697
0.8,3.588729399999829,0.10334340000008524
0.9,4.570469999999841,0.058153400000082914
