mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__alpha,param_Boost__base_estimator__random_state,param_Boost__learning_rate,param_Boost__n_estimators,param_Boost__random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
3.119226169586182,0.028511462099973815,0.005652999877929688,0.0006215947139519084,0.014,42,0.16,20,42,"{'Boost__base_estimator__alpha': 0.014, 'Boost__base_estimator__random_state': 42, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 20, 'Boost__random_state': 42}",0.7682849268602926,0.7406486365299066,0.7234061382703811,0.7437667410055813,0.7529499569306287,0.7458165603815152,0.01475931091195089,1,0.7693436050833656,0.7753385700006192,0.7804956257905864,0.7808599589558511,0.7814260851489176,0.777492768995868,0.0046233221583619
