mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.006125926971435547,0.0005420489680182629,0.001132822036743164,0.00017378530247343595,1,{'SVM__max_iter': 1},0.5,0.4999999999999999,0.4999999999999999,0.5,0.5,0.5,7.02411479043925e-17,9,0.5,0.4999999999999999,0.4999999999999998,0.5,0.5,0.4999999999999999,9.930136612989092e-17
0.006793212890625,0.00024011023242475116,0.0010965347290039062,2.7329633759172307e-05,2,{'SVM__max_iter': 2},0.5,0.4999999999999999,0.4999999999999999,0.5,0.5,0.5,7.02411479043925e-17,9,0.5,0.4999999999999999,0.4999999999999998,0.5,0.5,0.4999999999999999,9.930136612989092e-17
0.008448123931884766,0.0003438389725159591,0.0011450767517089844,3.687940088105823e-05,4,{'SVM__max_iter': 4},0.5,0.4999999999999999,0.4999999999999999,0.5,0.5,0.5,7.02411479043925e-17,9,0.5,0.4999999999999999,0.4999999999999998,0.5,0.5,0.4999999999999999,9.930136612989092e-17
0.0114105224609375,0.000857582029925773,0.001267719268798828,0.00021667542381936927,8,{'SVM__max_iter': 8},0.5,0.4999999999999999,0.4999999999999999,0.5,0.5,0.5,7.02411479043925e-17,9,0.5,0.4999999999999999,0.4999999999999998,0.5,0.5,0.4999999999999999,9.930136612989092e-17
0.01974005699157715,0.0033166810918932046,0.001696300506591797,0.0002652103546049539,16,{'SVM__max_iter': 16},0.5,0.4999999999999999,0.4999999999999999,0.5,0.5,0.5,7.02411479043925e-17,9,0.5,0.4999999999999999,0.4999999999999998,0.5,0.5,0.4999999999999999,9.930136612989092e-17
0.031263113021850586,0.0012650451613367474,0.0021760940551757814,0.00023655469941019828,32,{'SVM__max_iter': 32},0.5,0.4999999999999999,0.4999999999999999,0.5049019607843136,0.5,0.5009776574507069,0.0019587303012243893,8,0.5,0.4999999999999999,0.4999999999999998,0.5012239902080784,0.5,0.5002447980416156,0.0004895960832313916
0.052961301803588864,0.003520402513941584,0.002887582778930664,0.00043734212740677926,64,{'SVM__max_iter': 64},0.5,0.4999999999999999,0.4999999999999999,0.49378287900526074,0.5,0.49876004420885955,0.002484243308869931,14,0.5,0.4999999999999999,0.4999999999999998,0.5123859673775177,0.5,0.5024771934755035,0.004954386951007128
0.08998665809631348,0.01034578951300418,0.00399622917175293,0.0007041252123898673,128,{'SVM__max_iter': 128},0.393329415221863,0.4999999999999999,0.45050791400897705,0.4321496891439502,0.505439980870397,0.4562240505778076,0.04222810191139719,16,0.4402963458110517,0.5018359853121175,0.44938058677348747,0.48091536717857314,0.4704190040195691,0.46856945781895976,0.022045796810859324
0.14291744232177733,0.0025996501063039134,0.005410003662109375,0.00043358038475291706,256,{'SVM__max_iter': 256},0.4567146635321775,0.5059355067328136,0.48860146468225835,0.4418938307030129,0.49934241989478717,0.4784933762652466,0.024905411680072,15,0.4903743315508022,0.4726790549311968,0.49175661140165405,0.4818527735766029,0.46804867857129645,0.48094229000631045,0.00939434090305743
0.2801684856414795,0.008811444813226191,0.009038543701171875,0.0003259091665527793,512,{'SVM__max_iter': 512},0.46905671466353227,0.5670033073470351,0.5277876210725254,0.5422644667623147,0.527678144428503,0.526706357796433,0.032267181195685786,7,0.5571524064171123,0.5054653017321316,0.5350079744816586,0.5428821826222973,0.5695233833899722,0.5420062497286343,0.021778809438156226
0.3623179912567139,0.013372408388474673,0.012761211395263672,0.000268650478109474,1024,{'SVM__max_iter': 1024},0.6835733176608874,0.7290042523033309,0.6596680841011102,0.700920612147298,0.662960306073649,0.6872301385255237,0.025667903668780048,1,0.7341466131907308,0.7180816735284299,0.7551759949556767,0.7405510544435282,0.7426736235656942,0.738125791936812,0.012123321657022497
0.3575765609741211,0.005682769358326783,0.012723779678344727,0.00024717044401829864,2048,{'SVM__max_iter': 2048},0.6835733176608874,0.7290042523033309,0.6596680841011102,0.700920612147298,0.662960306073649,0.6872301385255237,0.025667903668780048,1,0.7341466131907308,0.7180816735284299,0.7551759949556767,0.7405510544435282,0.7426736235656942,0.738125791936812,0.012123321657022497
0.3599597930908203,0.009317437464446288,0.01254863739013672,0.0002449699282972521,4096,{'SVM__max_iter': 4096},0.6835733176608874,0.7290042523033309,0.6596680841011102,0.700920612147298,0.662960306073649,0.6872301385255237,0.025667903668780048,1,0.7341466131907308,0.7180816735284299,0.7551759949556767,0.7405510544435282,0.7426736235656942,0.738125791936812,0.012123321657022497
0.35692334175109863,0.005511942945514349,0.01298060417175293,0.0005408947105065529,8192,{'SVM__max_iter': 8192},0.6835733176608874,0.7290042523033309,0.6596680841011102,0.700920612147298,0.662960306073649,0.6872301385255237,0.025667903668780048,1,0.7341466131907308,0.7180816735284299,0.7551759949556767,0.7405510544435282,0.7426736235656942,0.738125791936812,0.012123321657022497
0.35884604454040525,0.007526059855166446,0.012938880920410156,0.0004761871341915276,16384,{'SVM__max_iter': 16384},0.6835733176608874,0.7290042523033309,0.6596680841011102,0.700920612147298,0.662960306073649,0.6872301385255237,0.025667903668780048,1,0.7341466131907308,0.7180816735284299,0.7551759949556767,0.7405510544435282,0.7426736235656942,0.738125791936812,0.012123321657022497
