,0,1,2,3,4
57,0.9388111888111887,0.9722222222222223,0.9722222222222223,0.9722222222222223,0.9722222222222223
121,0.9374062968515741,0.9172077922077922,0.9172077922077922,0.9172077922077922,0.9172077922077922
185,0.873799519807923,0.8090033827738745,0.8090033827738745,0.8090033827738745,0.8090033827738745
249,0.8056835637480799,0.822976878612717,0.822976878612717,0.822976878612717,0.822976878612717
313,0.8572693133047209,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001
377,0.8209704922894425,0.654180664427025,0.6789561335128623,0.6789561335128623,0.6789561335128623
441,0.49999999999999994,0.4999999999999999,0.742034534148723,0.742034534148723,0.742034534148723
505,0.7311220179426319,0.6527710405044871,0.6858636147254841,0.6858636147254841,0.6858636147254841
569,0.4999999999999999,0.7706834532374099,0.7628056234718827,0.6767329056485684,0.6767329056485684
633,0.745272309795929,0.6618637290059596,0.7524960656329817,0.7484831029185869,0.7484831029185869
697,0.6881703969594595,0.6365445523648648,0.6795608108108109,0.6767075617606488,0.6767075617606488
761,0.6770378267803897,0.6461670480549199,0.6794041675334582,0.5000000000000001,0.5000000000000001
825,0.6896236755571796,0.6597004018998904,0.7008403361344538,0.6826269638290101,0.6826269638290101
889,0.5000000000000001,0.6651875605936312,0.7317255823203322,0.7106856091679717,0.6871180020544426
953,0.5000000000000002,0.6425953039423027,0.5000000000000002,0.6488837908906948,0.5000000000000002
1017,0.4999999999999999,0.6673400673400672,0.7201599326599325,0.6540870523004547,0.6513315964683746
1081,0.6858303286501719,0.6712337850719051,0.6907559368394878,0.6802721932654919,0.654962396484705
