,train,test
0.1,0.0015036000000009154,3.013469600000002
0.2,0.0013695999999981724,5.118975999999998
0.3,0.0017223999999970373,6.602950799999993
0.4,0.002197799999999006,7.021000799999996
0.5,0.0026132000000075096,6.727514399999995
0.6,0.003001199999994242,6.204172800000004
0.7,0.00331400000000599,5.2403398000000205
0.8,0.0039025999999807936,3.6960055999999897
0.9,0.004243200000007619,2.0267876000000116
