,train,test
0.1,0.01808579999997164,0.0015159999999923457
0.2,0.02373699999989185,0.0007858000000851462
0.3,0.018019599999934143,0.00037019999999756694
0.4,0.026628799999980402,0.00041900000014720716
0.5,0.034304400000110036,0.00031480000006922637
0.6,0.038970199999948815,0.00029119999990143695
0.7,0.05160540000006222,0.0002679999999600113
0.8,0.057465999999931225,0.0002080000000205473
0.9,0.0659377999998469,0.00021820000001753214
