,0,1,2,3,4
57,0.6424825174825175,0.7371794871794873,0.7371794871794873,0.7371794871794873,0.7371794871794873
121,0.6787856071964018,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533
185,0.6922268907563024,0.6937939110070258,0.6937939110070258,0.6937939110070258,0.6937939110070258
249,0.7749615975422428,0.6697596592637663,0.6697596592637663,0.6697596592637663,0.6697596592637663
313,0.739082618025751,0.6479308538501833,0.6720004012841092,0.6720004012841092,0.6720004012841092
377,0.7183607651245553,0.6244307577454274,0.6455956346112961,0.6455956346112961,0.6455956346112961
441,0.7060778727445394,0.631054131054131,0.655853332648132,0.655853332648132,0.655853332648132
505,0.7131995011465583,0.6315587355485488,0.6721179784195496,0.6721179784195496,0.6721179784195496
569,0.6973053136438216,0.6431985990155243,0.6847875916870416,0.6844312314191832,0.6844312314191832
633,0.6922422022135652,0.6291891334072909,0.6715577513480044,0.683026113671275,0.683026113671275
697,0.6689769847972973,0.6291173986486487,0.6667282516891893,0.6669314049241316,0.6669314049241316
761,0.6594289577699188,0.6475365786006518,0.6687426322723805,0.6689495320563282,0.6689495320563282
825,0.6682681768359521,0.6507307270734383,0.6778041651443187,0.6796309828279139,0.6796309828279139
889,0.6696850393700787,0.6661384144977254,0.6886637084545206,0.6665641235985781,0.6683262711864406
953,0.6632666341304703,0.6602949948484358,0.6791578547801096,0.6595508110506326,0.6686185934972952
1017,0.6657196969696969,0.671864478114478,0.689793771043771,0.6652579552137103,0.6682370820668694
1081,0.6715611919267271,0.6741721579841683,0.6948961830162873,0.6722946140481509,0.6700101402737874
