mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.002262592315673828,0.0002487456582344759,0.2879343032836914,0.0359520532171527,euclidean,28,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 28, 'KNN__weights': 'uniform'}",0.5986776373787834,0.6022029293645169,0.5584987006850932,0.5645026303204208,0.6035389765662363,0.5854954162893388,0.019734711969099667,29,0.5988636363636363,0.5843792886020548,0.6116223433848891,0.6034234747270059,0.5961183609624777,0.5988814208080128,0.008954418087497931
0.002212333679199219,0.00012657618787581515,0.2766998291015625,0.024994066795242936,euclidean,31,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 31, 'KNN__weights': 'uniform'}",0.6107258301498677,0.6046539097566738,0.5645227970706354,0.5706001912960306,0.6059899569583931,0.5913162736006728,0.019582594916929427,19,0.606729055258467,0.5934701976929638,0.6119135046919624,0.6121615075417766,0.6024084133610919,0.6053365357092524,0.006944922614570081
0.002075386047363281,0.00014734533610005703,0.2495269775390625,0.018176404430791566,euclidean,34,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 34, 'KNN__weights': 'uniform'}",0.5986776373787834,0.5986298133711316,0.5669737774627923,0.560856049736968,0.6120875179340028,0.5874541495734474,0.019908843184706374,27,0.5979612299465239,0.5843792886020548,0.6046585809131708,0.600402326690752,0.5955063658584387,0.5965815584021881,0.0068086927351650485
0.0038367748260498048,0.003194997819613365,0.18302550315856933,0.029095506908667437,euclidean,37,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 37, 'KNN__weights': 'uniform'}",0.5962386129885394,0.5865816206000473,0.5669737774627923,0.5694045911047345,0.6120875179340028,0.5862579239677916,0.016857181882770737,28,0.5997660427807486,0.584670449909128,0.6088832016616593,0.6076686129713378,0.5994260928087801,0.6000828800263307,0.008637867359541734
0.0023345470428466795,0.00027564031295868496,0.1800377368927002,0.011325121347016949,euclidean,40,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 40, 'KNN__weights': 'uniform'}",0.5986776373787833,0.580557524214505,0.5573765650838649,0.5572094691535151,0.6108919177427069,0.5809506554017024,0.021577260769448266,35,0.5934491978609625,0.5786395163384146,0.5998219650606431,0.5961960159303619,0.5846457639215019,0.5905504918223767,0.007784237968135112
0.002666664123535156,0.000963457441922441,0.18746886253356934,0.010544144450693417,euclidean,43,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 43, 'KNN__weights': 'uniform'}",0.6022627093740816,0.5865816206000473,0.5549255846917079,0.5633070301291249,0.6145384983261598,0.5843291836517996,0.022556435203350992,31,0.5958667557932263,0.5786098438485218,0.6067857275323615,0.606158038953211,0.5879534957678042,0.595074772379025,0.010792765710181946
0.002127981185913086,0.00017944888234964977,0.2430844783782959,0.028774872584989352,euclidean,46,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 46, 'KNN__weights': 'uniform'}",0.5926535409932412,0.5781065438223482,0.5489014883061658,0.5572094691535151,0.6047943567670971,0.5763379492609708,0.020957639400151565,40,0.5895164884135471,0.561652015874782,0.5965005007232669,0.5968080110344012,0.5807260369711604,0.5850406106034315,0.013080337806355554
0.004479789733886718,0.002113324611336865,0.24190239906311034,0.030999903266905965,euclidean,49,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 49, 'KNN__weights': 'uniform'}",0.589068468997943,0.5816796598157334,0.5573765650838649,0.5633070301291249,0.6047943567670971,0.5792453642049594,0.01723750022169253,39,0.589159982174688,0.5655854753161974,0.5995308037535699,0.5977065899484889,0.5837471850074142,0.5871460072400716,0.012209616834847446
0.003657627105712891,0.002625669766039707,0.214127254486084,0.020764032050436254,chebyshev,1,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 1, 'KNN__weights': 'uniform'}",0.5914781075521598,0.581354831089062,0.5349929128277817,0.5970229555236729,0.5213414634146342,0.5652647986719052,0.030970158233366386,51,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0020261764526367187,0.00017101381602850342,0.20865373611450194,0.022278617671629086,chebyshev,4,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 4, 'KNN__weights': 'uniform'}",0.5719952982662355,0.5596208362863218,0.563193952279707,0.591284074605452,0.58889287422286,0.5749742660976453,0.01297791396643752,44,0.6486073975044563,0.6386335818404361,0.665003152702051,0.6466569536325885,0.6462538873707137,0.6490309946100491,0.008680366998081506
