,train,test
0.1,0.041828000000077734,0.002200600000014674
0.2,0.03442620000023453,0.0006698000001051696
0.3,0.05442639999992025,0.0006489999999757856
0.4,0.07925700000014331,0.0006392000001142151
0.5,0.10991400000020804,0.0005153999999492953
0.6,0.14010740000012448,0.0005197999999836611
0.7,0.17439400000002933,0.000366799999937939
0.8,0.2110010000001239,0.0003110000000560831
0.9,0.2549759999998969,0.00021599999990939978
