mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__beta_1,param_MLP__beta_2,param_MLP__hidden_layer_sizes,param_MLP__learning_rate_init,param_MLP__random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.5675635814666748,0.12399686892539521,0.025911617279052734,0.008017120647853789,logistic,0.001,0.5,0.999,"(38, 38)",0.128,42,"{'MLP__activation': 'logistic', 'MLP__alpha': 0.001, 'MLP__beta_1': 0.5, 'MLP__beta_2': 0.999, 'MLP__hidden_layer_sizes': (38, 38), 'MLP__learning_rate_init': 0.128, 'MLP__random_state': 42}",0.6923302967969438,0.7147117883297897,0.6134242853768013,0.6887254901960783,0.7130559540889526,0.6844321281009974,0.037043727277253746,1,0.687566844919786,0.6880160231445421,0.7095786506435221,0.6973564030218876,0.7105337115007008,0.6986103266460877,0.009982397682733925
