,0,1,2,3,4
57,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
121,0.5,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
185,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994
249,0.4999999999999999,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994
313,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001
377,0.5000000000000001,0.5000000000000001,0.5,0.5,0.5
441,0.49999999999999994,0.4999999999999999,0.5,0.5,0.5
505,0.5,0.645504891260409,0.7173516344017773,0.7173516344017773,0.7173516344017773
569,0.5794995582481381,0.4999999999999999,0.7398227383863081,0.5,0.5
633,0.5,0.5,0.6943835298366915,0.7223694316436252,0.7223694316436252
697,0.6386349239864865,0.5,0.709132179054054,0.6758924465995068,0.6758924465995068
761,0.5,0.6651671173982386,0.6967313293114209,0.6704758156214468,0.6704758156214468
825,0.5000000000000001,0.6469674826452321,0.5000000000000002,0.6687614176105227,0.6687614176105227
889,0.6728346456692914,0.5,0.6970598105749869,0.6812277823352475,0.662846687211094
953,0.6956564177647635,0.5000000000000002,0.5259693075212843,0.6454994535282597,0.707729630249289
1017,0.6662457912457912,0.6674452861952861,0.6958964646464645,0.5,0.5000000000000001
1081,0.6288967632309669,0.6899850801939574,0.7072381781259065,0.5,0.5
