mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__alpha,param_Boost__base_estimator__random_state,param_Boost__learning_rate,param_Boost__n_estimators,param_Boost__random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.20928287506103516,0.003088539842696125,0.0014241695404052734,0.00018313760276796834,0.05,42,0.32,5,42,"{'Boost__base_estimator__alpha': 0.05, 'Boost__base_estimator__random_state': 42, 'Boost__learning_rate': 0.32, 'Boost__n_estimators': 5, 'Boost__random_state': 42}",0.6451366441375256,0.7281774155445311,0.6355716985589416,0.6971544715447154,0.6315160210425634,0.6675000768056246,0.03840527411289076,1,0.7028409090909091,0.7497514928971477,0.6966321723971662,0.7339115546894355,0.6603445661860686,0.7086961390521455,0.031109666899774346
