,train,test
0.1,0.0012767999999994117,0.2767437999999999
0.2,0.0010283999999991522,0.49872319999999987
0.3,0.0014716000000007056,0.6947656000000002
0.4,0.0013176000000001409,0.6731556000000019
0.5,0.0014413999999987937,0.8693820000000002
0.6,0.0015750000000011254,0.8352947999999998
0.7,0.001733799999999519,0.9404541999999992
0.8,0.001868199999999831,0.6384081999999992
0.9,0.0020769999999998845,0.3253471999999988
