C,cache_size,class_weight,coef0,decision_function_shape,degree,gamma,kernel,max_iter,probability,random_state,shrinking,tol,verbose
0.751,200,balanced,0.0,ovr,3,0.05263157894736842,rbf,-1,True,42,True,0.050000010000000004,False
