mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.012450027465820312,0.0013026774306909574,0.0013804435729980469,0.00015935245765389964,1,{'SVM__max_iter': 1},0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.9644849700293364e-17,11,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,1.0235750533041807e-16
0.01404871940612793,0.0003955009845818315,0.001433563232421875,2.5247345537394112e-05,2,{'SVM__max_iter': 2},0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.9644849700293364e-17,11,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,1.0235750533041807e-16
0.021542787551879883,0.0027905513247714064,0.0018436431884765625,0.0002628553924624407,4,{'SVM__max_iter': 4},0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.9644849700293364e-17,11,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,1.0235750533041807e-16
0.031397104263305664,0.012830874513136198,0.00212249755859375,0.0007048219153479122,8,{'SVM__max_iter': 8},0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.9644849700293364e-17,11,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,1.0235750533041807e-16
0.04244122505187988,0.0017245564595467404,0.003192901611328125,0.0004315636821911622,16,{'SVM__max_iter': 16},0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.9644849700293364e-17,11,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,1.0235750533041807e-16
0.08181843757629395,0.008624027994866073,0.004218482971191406,0.00073434627810404,32,{'SVM__max_iter': 32},0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.9644849700293364e-17,11,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,1.0235750533041807e-16
0.14426493644714355,0.011452877050199085,0.0056343555450439455,0.0009764219463238392,64,{'SVM__max_iter': 64},0.5087272984241397,0.49999999999999994,0.5123927690655716,0.49999999999999994,0.49999999999999994,0.5042250716006035,0.0053014302105900265,10,0.5118020401902131,0.5000000000000001,0.5115370326141763,0.5000000000000001,0.5000000000000001,0.504667814560878,0.005717496135866681
0.2845918655395508,0.039134444980005394,0.01102151870727539,0.0019788674365927472,128,{'SVM__max_iter': 128},0.5112359550561798,0.49999999999999994,0.5140447449467238,0.49999999999999994,0.49999999999999994,0.5050575920247948,0.0062558399375371235,9,0.5142991787319905,0.5000000000000001,0.5150780856088953,0.5000000000000001,0.5000000000000001,0.5058754528681771,0.007200145081978912
0.5517436981201171,0.09677804729057696,0.01754751205444336,0.0032260016833614066,256,{'SVM__max_iter': 256},0.5289202176524628,0.5037523452157598,0.5371665073689924,0.5143751401229542,0.6656961308364896,0.5499771194962428,0.05898992645758883,8,0.5465768699776983,0.505391467416784,0.536373607904537,0.5211656007571939,0.6620193455935037,0.5543053783299434,0.05563163221403333
0.9306196212768555,0.10385239446204236,0.02520899772644043,0.0007594925891422273,512,{'SVM__max_iter': 512},0.7044025157232705,0.556178979786895,0.6999421808441597,0.6676903017215949,0.6981722066857822,0.6652864299219764,0.05607295445960566,7,0.6845478306016733,0.5509469345151219,0.7109361869631753,0.6895505488770358,0.6950067006342382,0.6661976403182489,0.058303194632717076
1.6899024963378906,0.08186363497365885,0.047027873992919925,0.0021286443747368525,1024,{'SVM__max_iter': 1024},0.7144194756554307,0.7011310134872031,0.6546986913991055,0.7352590652176477,0.6968506259808606,0.7004750515335071,0.026505921541205988,6,0.7269202744639928,0.7205796822616742,0.6996258259692698,0.7562893081761008,0.7211308812992596,0.7249091944340595,0.018226491862517066
2.381962299346924,0.08379476194433225,0.06820225715637207,0.000468089619632546,2048,{'SVM__max_iter': 2048},0.7671189315242741,0.7560149621815521,0.7483126246356803,0.7555134695033451,0.763956246238805,0.7581853463667095,0.006670440078873191,5,0.7799833622429113,0.7826086475775992,0.7781260780723402,0.7748586895947777,0.7817467425629594,0.7794647040101177,0.0027701399123589198
2.3297053813934325,0.11440723360059182,0.06910119056701661,0.0017384846095502156,4096,{'SVM__max_iter': 4096},0.7643099427602291,0.7557111166176972,0.7489468653757654,0.7583277284151652,0.7636524006749502,0.7581910488166916,0.005637331856720721,1,0.7813145303078576,0.7798028952047344,0.7791610275190405,0.7757963361020442,0.7818368583534573,0.7795823294974269,0.002128065346197993
2.2297014236450194,0.016239694606092116,0.07053127288818359,0.0007721740019710284,8192,{'SVM__max_iter': 8192},0.7643099427602291,0.7557111166176972,0.7489468653757654,0.7583277284151652,0.7636524006749502,0.7581910488166916,0.005637331856720721,1,0.7813145303078576,0.7798028952047344,0.7791610275190405,0.7757963361020442,0.7818368583534573,0.7795823294974269,0.002128065346197993
