mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__C,param_SVM__class_weight,param_SVM__max_iter,param_SVM__random_state,param_SVM__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.38533763885498046,0.012151698434267666,0.005962991714477539,7.78873176628656e-05,1.751,balanced,-1,42,0.06000001,"{'SVM__C': 1.751, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__random_state': 42, 'SVM__tol': 0.06000001}",0.693329415221863,0.6939818095913064,0.6516064257028111,0.6838235294117647,0.6776064084170254,0.6800778642484953,0.015498792745636807,1,0.6851715686274509,0.6744334408961091,0.7136252364526539,0.6866659024431732,0.6827461754928317,0.6885284647824437,0.013241528660353696
