,0,1,2,3,4
0.001,0.5,0.4999999999999998,0.4999999999999998,0.5,0.5
0.101,0.6619206773618538,0.6498942917547568,0.6659786358072771,0.6527195879109703,0.6593738790875171
0.201,0.6828765597147949,0.6656874745002039,0.7003041430214013,0.6863552825716367,0.6860686987615882
0.30100000000000005,0.7176693404634581,0.673001743258781,0.7203812914951225,0.7000281037026628,0.7156145651136906
0.401,0.7222482174688056,0.682151997329476,0.7384203108193316,0.7281022235205803,0.7250810754843267
0.501,0.7262143493761141,0.7007733392678314,0.7433162716516448,0.7317353666608734,0.7269170607964441
0.6010000000000001,0.729244652406417,0.7053484663031787,0.7481825599940655,0.7387538966153527,0.7366313274931867
0.7010000000000001,0.7301804812834224,0.7144393753940876,0.753048848336486,0.7381419015113135,0.7411630495475674
0.801,0.7371769162210339,0.7199176588405475,0.7542728385445643,0.7399390593394889,0.7432856186697335
0.901,0.740530303030303,0.7229479618708505,0.7630429138385074,0.7387150691314107,0.7426736235656942
1.001,0.7408199643493761,0.7296205630354956,0.7606246059122437,0.7417750446516065,0.7423870397556457
1.101,0.7414327094474154,0.7341956900708431,0.7612366010162827,0.7426736235656942,0.7496533260362316
1.201,0.7483957219251336,0.7357108415859945,0.761848596120322,0.7445096088778117,0.7499787373302221
1.301,0.7493315508021391,0.737546826898112,0.7670060457698157,0.7469575892939684,0.7508773162443099
1.401,0.749331550802139,0.7415099588294202,0.7688123585920403,0.7490801584161345,0.7505907324342613
1.501,0.7514594474153296,0.7418307926263861,0.7697155150031527,0.7499787373302221,0.7527133015564275
1.601,0.7505570409982174,0.7433459441415377,0.7721338229294166,0.7512027275383004,0.7548358706785935
1.701,0.7535539215686273,0.7427339490374985,0.7757761210637587,0.7518147226423396,0.756671855990711
1.801,0.755392156862745,0.7439579392455768,0.78003041430214,0.7524267177463788,0.7581824300088379
1.901,0.7569073083778964,0.7454730907607284,0.7806424094061792,0.753038712850418,0.7621021569591793
2.001,0.7565842245989304,0.7451819294536552,0.7842847075405215,0.7542627030584964,0.7651233049954331
2.101,0.7608734402852049,0.7470179147657727,0.7839638737435556,0.7545492868685449,0.7684698643256777
2.201,0.7617758467023172,0.7485330662809242,0.7830607173324431,0.7572838510947502,0.7684698643256777
2.301,0.7617758467023172,0.7494362226920366,0.7830607173324431,0.7575704349047987,0.770305849637795
2.4010000000000002,0.7636140819964349,0.7494362226920366,0.7839638737435555,0.7596930040269647,0.7724284187599612
