mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__C,param_SVM__class_weight,param_SVM__gamma,param_SVM__max_iter,param_SVM__random_state,param_SVM__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2.2876980304718018,0.04521061103912014,0.06842174530029296,0.0005124328828970305,0.751,balanced,0.08333333333333333,-1,42,0.04000001,"{'SVM__C': 0.751, 'SVM__class_weight': 'balanced', 'SVM__gamma': 0.08333333333333333, 'SVM__max_iter': -1, 'SVM__random_state': 42, 'SVM__tol': 0.04000001}",0.7643099427602291,0.7557111166176972,0.7489468653757654,0.7583277284151652,0.7636524006749502,0.7581910488166916,0.005637331856720721,1,0.7813145303078576,0.7798028952047344,0.7791610275190405,0.7757963361020442,0.7818368583534573,0.7795823294974269,0.002128065346197993
