,train,test
0.1,0.034262999999918976,0.011699399999997695
0.2,0.03802959999993618,0.007976599999983592
0.3,0.0801552000000811,0.009931400000004942
0.4,0.142699999999968,0.011733800000001793
0.5,0.22302219999992304,0.012050600000111444
0.6,0.3303578000002744,0.011816400000134309
0.7,0.4464200000000346,0.010218999999960943
0.8,0.58989160000001,0.00785539999978937
0.9,0.740149399999791,0.00450879999971221
