mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_DT__alpha,param_DT__class_weight,param_DT__criterion,param_DT__random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.1530609130859375,0.005608412571334127,0.0011408329010009766,2.1799334431958122e-05,0.008,balanced,gini,42,"{'DT__alpha': 0.008, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__random_state': 42}",0.7376333827998022,0.6945614594026926,0.705263903147014,0.7178956187239667,0.7314388709924834,0.7173634108138934,0.01597362602315749,1,0.7171625544267052,0.7504561075285939,0.7259191810630787,0.7451691302001788,0.7399905129634053,0.7357394972363924,0.012370199229873436
