,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.8969901561737061,0.3150244699384982,0.007757997512817383,0.0007729369808415121,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 2}",0.5000000000000001,0.5000000000000001,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.5,1.0821421364888672e-16,148,0.5,0.5,0.49999999999999983,0.49999999999999994,0.5,0.5,7.850462293418876e-17
1,1.8440181732177734,0.07249184820007205,0.007308483123779297,0.0008611763566152928,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 3}",0.5000000000000001,0.5000000000000001,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.5,1.0821421364888672e-16,148,0.5,0.5,0.49999999999999983,0.49999999999999994,0.5,0.5,7.850462293418876e-17
2,1.9977092266082763,0.12900316898569442,0.006849479675292969,0.0013196233326887487,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 4}",0.5000000000000001,0.5000000000000001,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.5,1.0821421364888672e-16,148,0.5,0.5,0.49999999999999983,0.49999999999999994,0.5,0.5,7.850462293418876e-17
3,1.8175082683563233,0.11079843626659044,0.008588886260986328,0.0015271708160284594,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 5}",0.5000000000000001,0.5000000000000001,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.5,1.0821421364888672e-16,148,0.5,0.5,0.49999999999999983,0.49999999999999994,0.5,0.5,7.850462293418876e-17
4,2.1031612873077394,0.21787070715895038,0.008710432052612304,0.0035058725911169186,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 6}",0.5000000000000001,0.5000000000000001,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.5,1.0821421364888672e-16,148,0.5,0.5,0.49999999999999983,0.49999999999999994,0.5,0.5,7.850462293418876e-17
5,2.717523193359375,0.2945151616053414,0.011357831954956054,0.002211231254571279,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 7}",0.5000000000000001,0.5161290322580646,0.6459536233674005,0.49999999999999994,0.49999999999999994,0.5323903742883626,0.05708670947678459,68,0.5,0.5115062302932201,0.6345257956323206,0.49999999999999994,0.5,0.5292064051851082,0.05284791860969729
6,2.32462682723999,0.14844315699226268,0.010035467147827149,0.004036731534950464,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 8}",0.5000000000000001,0.5000000000000001,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.5,1.0821421364888672e-16,148,0.5,0.5,0.49999999999999983,0.49999999999999994,0.5,0.5,7.850462293418876e-17
7,2.851514959335327,0.4068781970031814,0.010463666915893555,0.0011960472458120953,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 9}",0.5000000000000001,0.5000000000000001,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.5,1.0821421364888672e-16,148,0.5,0.5,0.49999999999999983,0.49999999999999994,0.5,0.5,7.850462293418876e-17
8,2.652110958099365,0.1513867568092432,0.011610269546508789,0.0014744365035024554,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 10}",0.5000000000000001,0.5000000000000001,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.5,1.0821421364888672e-16,148,0.5,0.5,0.49999999999999983,0.49999999999999994,0.5,0.5,7.850462293418876e-17
9,2.956677770614624,0.18274863550965204,0.010895824432373047,0.0006743078090398404,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 15}",0.5000000000000001,0.5000000000000001,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.5,1.0821421364888672e-16,148,0.5,0.5,0.49999999999999983,0.49999999999999994,0.5,0.5,7.850462293418876e-17
10,2.8922150135040283,0.06914026142666051,0.011349678039550781,0.0018346012000283597,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 20}",0.5000000000000001,0.5000000000000001,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.5,1.0821421364888672e-16,148,0.5,0.5,0.49999999999999983,0.49999999999999994,0.5,0.5,7.850462293418876e-17
11,2.7366623878479004,0.19425031219487032,0.010618972778320312,0.000912269473120722,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 25}",0.5000000000000001,0.5000000000000001,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.5,1.0821421364888672e-16,148,0.5,0.5,0.49999999999999983,0.49999999999999994,0.5,0.5,7.850462293418876e-17
