,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.37383089065551756,0.10077781927863426,0.003295564651489258,0.003939394096061352,tanh,0.1,"(12, 12)",0.064,"{'NN__activation': 'tanh', 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (12, 12), 'NN__learning_rate_init': 0.064}",0.7007130083734352,0.7125593853852473,0.6879226232747707,0.6922762219409022,0.691867107172631,0.6970779469175282,0.00879978928566251,1,0.6868955483452929,0.690329977911545,0.6992910073679814,0.7015014980343709,0.6989961149243478,0.6954028293167076,0.005715435959745176
