,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.38538556098937987,0.14155622205073015,0.006311655044555664,0.003916486261530897,logistic,0.001,"(38, 38)",0.128,"{'NN__activation': 'logistic', 'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (38, 38), 'NN__learning_rate_init': 0.128}",0.5000000000000001,0.5,0.5000000000000001,0.49999999999999994,0.5000000000000001,0.5000000000000001,8.95090418262362e-17,1,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5,8.599750569898517e-17
