iterations,fitness,time,fevals
0,0.0189784337071,2.67420000455e-05,11
10,0.0200017674815,5.16069994774e-05,21
20,0.0203878454773,7.41589974496e-05,31
30,0.0209054223325,9.53629969445e-05,41
40,0.0213817593013,0.000116182996862,51
50,0.0220498710248,0.000137341994559,61
60,0.0230041846341,0.000158113994985,71
70,0.0235363406041,0.000179393995495,81
80,0.0237787560981,0.000200363992917,91
90,0.0238121444556,0.000220801994146,101
100,0.0238121444556,0.000241889993049,111
110,0.0238121444556,0.000263231991994,121
120,0.024087428591,0.000284005993308,131
130,0.0243342764804,0.000305207991914,141
140,0.0248639848544,0.000328065991198,151
150,0.0248639848544,0.000349175992596,161
160,0.025071008204,0.000369770990801,171
170,0.0252784781269,0.00039052799184,181
180,0.0256424976373,0.000411822991737,191
190,0.026149347308,0.00043226399066,201
200,0.0266344964303,0.000452602987934,211
210,0.0266344964303,0.000473103988043,221
220,0.0266539044266,0.000493741987157,231
230,0.0269260686722,0.00053696998657,241
240,0.0269761154426,0.000557789986487,251
250,0.0270671763904,0.000578034985665,261
260,0.0270671763904,0.000598759983404,271
270,0.0281194616434,0.000619261983957,281
280,0.0282952007621,0.000639397982013,291
290,0.0284802072844,0.000660120982502,301
300,0.0286068199051,0.000680729983287,311
310,0.0289900704289,0.000701229986589,321
320,0.0292454789379,0.000732010987122,331
330,0.0294812462375,0.000752951986215,341
340,0.0295144367988,0.000778413985245,351
350,0.0296295816229,0.000798916986241,361
360,0.0296295816229,0.00081903098544,371
370,0.0298370015484,0.000839049986098,381
380,0.0299988300099,0.000860046988237,391
390,0.0300817816205,0.000880195988429,401
400,0.0301918623077,0.000904963988432,411
410,0.0308498658674,0.000926958986383,421
420,0.0308498658674,0.000947512984567,431
430,0.0308498658674,0.000968182983343,441
440,0.0308517325229,0.000988439980574,451
450,0.0313076710684,0.00100888797897,461
460,0.0321599981564,0.00102900097772,471
470,0.032711940013,0.00104927098073,481
480,0.032711940013,0.00106943898209,491
490,0.0330547401174,0.00111021598423,501
500,0.0330568686323,0.00112972098577,511
510,0.0330568686323,0.00114977598787,521
520,0.0330568686323,0.00116941798842,531
530,0.0332795084535,0.00118882398601,541
540,0.0342837396314,0.00120839698502,551
550,0.0343076844038,0.00122773998373,561
560,0.0344811260404,0.00124719098312,571
570,0.0353869865262,0.00126694498249,581
580,0.0353869865262,0.0012865279823,591
590,0.0355538466982,0.00130558598175,601
600,0.0357012526065,0.0013251489836,611
610,0.0357012526065,0.00134437898305,621
620,0.0360829727006,0.00136442498479,631
630,0.0361164650598,0.00138392498411,641
640,0.0361164650598,0.00140166998608,651
650,0.0361164650598,0.00141991298733,661
660,0.0361164650598,0.00143798498902,671
670,0.0364743747528,0.00145541498932,681
680,0.0364743747528,0.00147388498954,691
690,0.0365739539845,0.00149125798998,701
700,0.0365761563145,0.00150936498903,711
710,0.0365761563145,0.00152758299009,721
720,0.0365761563145,0.00154726599067,731
730,0.0365761563145,0.00156638299086,741
740,0.0372950598165,0.00158584999008,751
750,0.0380340291056,0.00160484499065,761
760,0.0380340291056,0.00164987199241,771
770,0.0380340291056,0.00166829699447,781
780,0.0381727186309,0.00168805499197,791
790,0.0381727186309,0.00170564899236,801
800,0.0382090456753,0.00172269399263,811
810,0.0382090456753,0.0017396149924,821
820,0.0382090456753,0.00175771299473,831
830,0.03844443608,0.00177684399387,841
840,0.03844443608,0.00179500699232,851
850,0.0385809165022,0.00181341999269,861
860,0.0385809165022,0.00183296999239,871
870,0.0385809165022,0.00185235899335,881
880,0.0385809165022,0.00187137299508,891
890,0.0393372745574,0.00188971799435,901
900,0.039814318859,0.00190734299395,911
910,0.0408853323769,0.00192553199304,921
920,0.0408853323769,0.00194197099336,931
930,0.0410090710628,0.00195409199296,941
940,0.0410090710628,0.00196606698955,951
950,0.0411289850196,0.00197822499103,961
960,0.0411289850196,0.00199017399063,971
970,0.0411289850196,0.00200180899265,981
980,0.0411289850196,0.00201402799212,991
990,0.0411532087057,0.00202585699299,1001
1000,0.0413596674361,0.00203776799026,1011
1010,0.0414712606197,0.00204977999238,1021
1020,0.0414712606197,0.00206811499447,1031
1030,0.0414712606197,0.00208732399551,1041
1040,0.0414712606197,0.00210460999369,1051
1050,0.0414712606197,0.00211649799166,1061
1060,0.0414712606197,0.00212825499329,1071
1070,0.0417026755916,0.00213980999251,1081
1080,0.0417493232026,0.00215187299182,1091
1090,0.0417493232026,0.00216343998909,1101
1100,0.0419104848927,0.00217496698679,1111
1110,0.0423664547755,0.0021864789851,1121
1120,0.0423664547755,0.00219830198694,1131
1130,0.0423664547755,0.00220958598948,1141
1140,0.0423664547755,0.00222090899115,1151
1150,0.0423664547755,0.00223217199164,1161
1160,0.0423664547755,0.00224331398931,1171
1170,0.0423664547755,0.00225483199029,1181
1180,0.0423664547755,0.00226608498997,1191
1190,0.0423664547755,0.00228237998817,1201
1200,0.0423664547755,0.00229401698743,1211
1210,0.0423664547755,0.00231156198424,1221
1220,0.0423664547755,0.00232290398344,1231
1230,0.0423664547755,0.00233418998323,1241
1240,0.0423664547755,0.00234549498418,1251
1250,0.0426209830116,0.00235710598281,1261
1260,0.0426209830116,0.00236831398433,1271
1270,0.0426760226927,0.00237945098343,1281
1280,0.0426760226927,0.00239072598561,1291
1290,0.0442115722381,0.00240199498512,1301
1300,0.0442274188035,0.00241328498669,1311
1310,0.0442274188035,0.00242446498669,1321
1320,0.0442274188035,0.00243572298496,1331
1330,0.0442274188035,0.00244700598341,1341
1340,0.044233184047,0.00245853898014,1351
1350,0.044233184047,0.0024699359783,1361
1360,0.044233184047,0.00248123197889,1371
1370,0.0443326816907,0.00249298097697,1381
1380,0.0443326816907,0.00250483097625,1391
1390,0.0443326816907,0.00251619897608,1401
1400,0.0444505738937,0.00252781997551,1411
1410,0.0445445358874,0.00253918997623,1421
1420,0.0445445358874,0.00255093097439,1431
1430,0.0445445358874,0.00256217497372,1441
1440,0.0446141876658,0.00257351197433,1451
1450,0.0446141876658,0.00259029097288,1461
1460,0.0446141876658,0.002608631974,1471
1470,0.0447170364322,0.00262035697597,1481
1480,0.0447170364322,0.00263160397662,1491
1490,0.0447170364322,0.00264310297644,1501
1500,0.0447901336531,0.00265428897546,1511
1510,0.0447901336531,0.00266542597456,1521
1520,0.0448796707081,0.00267659197561,1531
1530,0.0448796707081,0.00268803597646,1541
1540,0.0448796707081,0.00269929097703,1551
1550,0.0448796707081,0.00271045197587,1561
1560,0.0452268628495,0.00272207697708,1571
1570,0.0452268628495,0.00273318897598,1581
1580,0.0454963222634,0.00274448997516,1591
1590,0.0454963222634,0.00275563397736,1601
1600,0.0454963222634,0.0027667589784,1611
1610,0.0454963222634,0.00277764897692,1621
1620,0.0454963222634,0.00278856297518,1631
1630,0.0458941830341,0.00279995197707,1641
1640,0.0458941830341,0.0028110899766,1651
1650,0.0458941830341,0.00282282497574,1661
1660,0.0458941830341,0.00283392997517,1671
1670,0.0458941830341,0.00284505597665,1681
1680,0.0458941830341,0.00285606897523,1691
1690,0.0458941830341,0.00286727597268,1701
1700,0.0458941830341,0.00287822497557,1711
1710,0.0458941830341,0.00288930797615,1721
1720,0.0458941830341,0.00290033297642,1731
1730,0.0458941830341,0.00291620197822,1741
1740,0.0458941830341,0.00293084697842,1751
1750,0.0459559692448,0.00294208497871,1761
1760,0.0459559692448,0.00295321198064,1771
1770,0.0459559692448,0.00296438497753,1781
1780,0.0459559692448,0.00297532397963,1791
1790,0.0459559692448,0.00298658098109,1801
1800,0.0459559692448,0.0029977589802,1811
1810,0.0459559692448,0.00300880898067,1821
1820,0.0459559692448,0.00302026998179,1831
1830,0.0459559692448,0.00303136298317,1841
1840,0.0459559692448,0.00304227298329,1851
1850,0.0459559692448,0.00305326598027,1861
1860,0.0459559692448,0.00306442698275,1871
1870,0.0459559692448,0.00307558798158,1881
1880,0.0459559692448,0.00308669698279,1891
1890,0.0459559692448,0.00309764498161,1901
1900,0.0459559692448,0.00310876598451,1911
1910,0.0467506892543,0.00312016298267,1921
1920,0.0467506892543,0.00313117498445,1931
1930,0.0475496787541,0.00314213698584,1941
1940,0.0475496787541,0.00315319698711,1951
1950,0.0475496787541,0.00316436598587,1961
1960,0.0475496787541,0.00317519698729,1971
1970,0.0475496787541,0.00318612798947,1981
1980,0.0475496787541,0.00320124199061,1991
1990,0.0490066525538,0.00321269499182,2001
2000,0.0490066525538,0.00323194199154,2011
2010,0.0490066525538,0.00324626699148,2021
2020,0.0490066525538,0.00325792699005,2031
2030,0.0490066525538,0.0032692549903,2041
2040,0.0490066525538,0.00328061398977,2051
2050,0.0490066525538,0.00329194299047,2061
2060,0.0490066525538,0.00330337398918,2071
2070,0.0490128981942,0.00331474198902,2081
2080,0.0490128981942,0.00332872698709,2091
2090,0.0490128981942,0.00334021898743,2101
2100,0.0491059363377,0.00335175298824,2111
2110,0.0496762241744,0.00336345898904,2121
2120,0.0496762241744,0.00337530698744,2131
2130,0.0496762241744,0.00338675798776,2141
2140,0.0496762241744,0.00339790498765,2151
2150,0.0496762241744,0.00340949999008,2161
2160,0.0496762241744,0.00342111599093,2171
2170,0.0499527928109,0.00343268999131,2181
2180,0.0499527928109,0.00344564699117,2191
2190,0.050406155295,0.00345819099311,2201
2200,0.050406155295,0.00347013399005,2211
2210,0.050406155295,0.00348832999225,2221
2220,0.050406155295,0.00350705399251,2231
2230,0.050406155295,0.00352624399238,2241
2240,0.050406155295,0.00354492599217,2251
2250,0.050406155295,0.00356321399158,2261
2260,0.0505139258692,0.00358168599269,2271
2270,0.0505139258692,0.00360013199315,2281
2280,0.0506158647596,0.00361829799294,2291
2290,0.0506158647596,0.00363691598977,2301
2300,0.0506158647596,0.00365522898937,2311
2310,0.0506158647596,0.00367398899107,2321
2320,0.0506158647596,0.00369238399071,2331
2330,0.0507509003855,0.00371088298925,2341
2340,0.0508096567668,0.00372941698879,2351
2350,0.0515426409333,0.00374787598776,2361
2360,0.0515426409333,0.00376583698744,2371
2370,0.0515426409333,0.00378423298753,2381
2380,0.0515426409333,0.00380280898753,2391
2390,0.0515426409333,0.00382091498614,2401
2400,0.0515426409333,0.00384505698457,2411
2410,0.0515426409333,0.00386277298458,2421
2420,0.0515426409333,0.00388056998781,2431
2430,0.0515426409333,0.00389901498784,2441
2440,0.0515426409333,0.00391626598866,2451
2450,0.0515426409333,0.00393439898835,2461
2460,0.0515760271095,0.00395290898814,2471
2470,0.0515760271095,0.00397151898869,2481
2480,0.0515760271095,0.00399050298802,2491
2490,0.0515760271095,0.00400915898717,2501
2500,0.0515760271095,0.0040277889857,2511
2510,0.0517040288659,0.00404631898709,2521
2520,0.0519294323102,0.00406474498595,2531
2530,0.0519294323102,0.00408349698773,2541
2540,0.0519294323102,0.00410260998979,2551
2550,0.0519294323102,0.00412154398873,2561
2560,0.0519294323102,0.00413980898884,2571
2570,0.0519294323102,0.00415824999072,2581
2580,0.0519294323102,0.00417681398903,2591
2590,0.0519294323102,0.00419554299151,2601
2600,0.0519294323102,0.00421423698936,2611
2610,0.0520868660835,0.00423288898673,2621
2620,0.0520868660835,0.00425158398866,2631
2630,0.0520868660835,0.00427008598854,2641
2640,0.0520868660835,0.00428883498898,2651
2650,0.0520868660835,0.00430662299186,2661
2660,0.0520868660835,0.00432516399087,2671
2670,0.0520868660835,0.00433755898848,2681
2680,0.0520868660835,0.00434955198943,2691
2690,0.0520868660835,0.00436226799138,2701
2700,0.0520868660835,0.00437394198889,2711
2710,0.0520868660835,0.00438551198749,2721
2720,0.0520868660835,0.00439739398644,2731
2730,0.0520868660835,0.00440918298773,2741
2740,0.0520903074363,0.00442087698684,2751
2750,0.0520903074363,0.0044323409893,2761
