,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.585909080505371,0.01850330207758455,0.017141962051391603,0.0022607210770341896,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.49999999999999994,0.49999999999999983,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.49999999999999994,1.1630244137205206e-16,179,0.5,0.5,0.49999999999999994,0.5,0.5,0.5,2.482534153247273e-17
1,0.6815175533294677,0.1029815890466125,0.021747732162475587,0.011534934281409814,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.6250980392156862,0.49999999999999983,0.5094117647058822,0.5240000000000001,0.5000000000000001,0.5317468399660548,0.047557698156589036,136,0.6998316831683169,0.5064257425742574,0.530079207920792,0.5293349753694583,0.5,0.5531343218065649,0.074327667157478
2,0.6063173770904541,0.049314493186098665,0.016021013259887695,0.0014891512837084838,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.49999999999999994,0.49999999999999983,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.49999999999999994,1.1630244137205206e-16,179,0.5,0.5,0.49999999999999994,0.5,0.5,0.5,2.482534153247273e-17
3,1.1146647930145264,0.3182850394820461,0.014190101623535156,0.0016156674325035144,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.552235294117647,0.6056470588235293,0.49999999999999994,0.5000000000000001,0.5640000000000001,0.5444046630041538,0.04035988295295406,109,0.6106138613861385,0.5854356435643564,0.49999999999999994,0.5,0.5535024630541873,0.5499103936009365,0.04459137164939045
4,0.8452270984649658,0.11887592280182349,0.015507316589355469,0.001933178752952214,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.49999999999999994,0.5076078431372548,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5015250346152128,0.003045733664295925,174,0.5,0.5227029702970297,0.49999999999999994,0.5,0.5,0.5045405940594059,0.009081188118811895
5,0.7371235847473144,0.08710392783090903,0.015926885604858398,0.00747762392525628,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.556235294117647,0.5900392156862744,0.49999999999999994,0.5440000000000002,0.5000000000000001,0.5380914734914467,0.0345535023968041,121,0.5983366336633663,0.5523564356435643,0.49999999999999994,0.550113300492611,0.5103152709359606,0.5422243281471004,0.034970181975267745
6,0.8313228607177734,0.06085008979147727,0.016219520568847658,0.00643209627807826,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.4978039215686273,0.49999999999999983,0.49999999999999994,0.5340000000000001,0.6220000000000001,0.5306531778998616,0.047522501599408316,141,0.5138019801980197,0.5,0.49999999999999994,0.5604285714285715,0.5722068965517242,0.5292874896356631,0.030877686332108942
7,1.3179129123687745,0.4132359702694021,0.012395906448364257,0.00377615231285798,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.544235294117647,0.49999999999999983,0.5870588235294117,0.5000000000000001,0.5640000000000001,0.5390749028540802,0.034656850653807664,119,0.614039603960396,0.5,0.6584950495049505,0.5,0.5466502463054187,0.563836979954153,0.06312868986608582
8,1.013370895385742,0.13540388527165798,0.016574001312255858,0.005902386551841972,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.5974901960784312,0.5998431372549018,0.6509019607843136,0.6640000000000001,0.5960000000000002,0.6216280316226719,0.02953757246939215,16,0.6938811881188118,0.5612079207920792,0.6962277227722773,0.6046354679802957,0.5548177339901478,0.6221540067307223,0.061947077696802674
9,0.9041075706481934,0.0714811677838078,0.015811920166015625,0.0032216131318341286,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.5424313725490195,0.6546666666666666,0.6298823529411763,0.5740000000000002,0.5760000000000002,0.595442538746706,0.04087984081366904,37,0.6126633663366337,0.5939108910891089,0.6347425742574258,0.5548177339901478,0.56428078817734,0.5920830707701312,0.02969307991165811
10,0.881474781036377,0.16600611022213396,0.014350414276123047,0.0058990118292636465,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.5308235294117647,0.5548235294117646,0.5388235294117646,0.5820000000000002,0.5000000000000001,0.54129478761892,0.027019058270804298,111,0.5602574257425742,0.5433564356435644,0.539980198019802,0.55428078817734,0.5083152709359606,0.5412380237038482,0.018010157153311574
