k,type,score,label
2,Kmeans,0.910296,0
2,Kmeans,0.916302,0
2,Kmeans,0.920345,0
2,Kmeans,0.913087,0
2,Kmeans,0.922629,0
2,Kmeans,0.921674,0
2,Kmeans,0.920939,0
2,Kmeans,0.915651,0
2,Kmeans,0.911759,0
2,Kmeans,0.920484,0
2,Kmeans,0.919664,0
2,Kmeans,0.890454,0
2,Kmeans,0.856914,0
2,Kmeans,0.893838,0
2,Kmeans,0.918601,0
2,Kmeans,0.922599,0
2,Kmeans,0.743499,0
2,Kmeans,0.904406,0
2,Kmeans,0.460148,0
2,Kmeans,0.898529,0
2,Kmeans,0.91965,0
2,Kmeans,0.921774,0
2,Kmeans,0.921643,0
2,Kmeans,0.739724,0
2,Kmeans,0.896508,0
2,Kmeans,0.912472,0
2,Kmeans,0.891124,0
2,Kmeans,0.876756,0
2,Kmeans,0.840999,0
2,Kmeans,0.92033,0
2,Kmeans,0.878757,0
2,Kmeans,0.738417,0
2,Kmeans,0.921137,0
2,Kmeans,0.692609,0
2,Kmeans,0.891536,0
2,Kmeans,0.916053,0
2,Kmeans,0.884117,0
2,Kmeans,0.909838,0
2,Kmeans,0.911213,0
2,Kmeans,0.914624,0
2,Kmeans,0.916064,0
2,Kmeans,0.917833,0
2,Kmeans,0.914547,0
2,Kmeans,0.922444,0
2,Kmeans,0.914525,0
2,Kmeans,0.913697,0
2,Kmeans,0.910588,0
2,Kmeans,0.918622,0
2,Kmeans,0.85237,0
2,Kmeans,0.920562,0
2,Kmeans,-0.449522,1
2,Kmeans,0.567138,0
2,Kmeans,0.919888,0
2,Kmeans,0.717662,0
2,Kmeans,0.91216,0
2,Kmeans,0.921214,0
2,Kmeans,0.92171,0
2,Kmeans,0.91974,0
2,Kmeans,0.840004,0
2,Kmeans,0.921294,0
2,Kmeans,0.907531,0
2,Kmeans,0.918535,0
2,Kmeans,0.912059,0
2,Kmeans,0.730548,0
2,Kmeans,0.9085,0
2,Kmeans,0.912265,0
2,Kmeans,0.850498,0
2,Kmeans,0.587183,0
2,Kmeans,0.919409,0
2,Kmeans,0.654839,0
2,Kmeans,0.916848,0
2,Kmeans,0.860648,0
2,Kmeans,0.891279,0
2,Kmeans,0.904389,0
2,Kmeans,0.92267,0
2,Kmeans,0.875916,0
2,Kmeans,0.921259,0
2,Kmeans,0.908301,0
2,Kmeans,0.905772,0
2,Kmeans,0.847186,0
2,Kmeans,0.91261,0
2,Kmeans,0.921955,0
2,Kmeans,0.919819,0
2,Kmeans,0.791356,0
2,Kmeans,0.915409,0
2,Kmeans,0.706976,0
2,Kmeans,0.798822,0
2,Kmeans,0.918401,0
2,Kmeans,0.916567,0
2,Kmeans,0.090625,1
2,Kmeans,0.893782,0
2,Kmeans,0.920117,0
2,Kmeans,0.921908,0
2,Kmeans,0.920257,0
2,Kmeans,0.920837,0
2,Kmeans,0.916276,0
2,Kmeans,0.919834,0
2,Kmeans,0.920908,0
2,Kmeans,0.918936,0
2,Kmeans,0.897269,0
2,Kmeans,0.903191,0
2,Kmeans,0.914887,0
2,Kmeans,0.918377,0
2,Kmeans,0.913322,0
2,Kmeans,0.908218,0
2,Kmeans,0.918609,0
2,Kmeans,0.916595,0
2,Kmeans,0.682222,0
2,Kmeans,0.921984,0
2,Kmeans,0.922293,0
2,Kmeans,0.882038,0
2,Kmeans,0.92119,0
2,Kmeans,0.899995,0
2,Kmeans,0.920317,0
2,Kmeans,0.917263,0
2,Kmeans,0.919324,0
2,Kmeans,0.912419,0
2,Kmeans,0.916904,0
2,Kmeans,0.916081,0
2,Kmeans,0.920448,0
2,Kmeans,0.917343,0
2,Kmeans,0.7203,0
2,Kmeans,-0.219167,1
2,Kmeans,0.920145,0
2,Kmeans,0.920004,0
2,Kmeans,0.834139,0
2,Kmeans,0.049599,1
2,Kmeans,0.865348,0
2,Kmeans,0.913004,0
2,Kmeans,0.916258,0
2,Kmeans,0.906492,0
2,Kmeans,0.909491,0
2,Kmeans,-0.202851,1
2,Kmeans,0.920085,0
2,Kmeans,0.91241,0
2,Kmeans,0.913553,0
2,Kmeans,0.919147,0
2,Kmeans,0.859551,0
2,Kmeans,0.911579,0
2,Kmeans,0.907523,0
2,Kmeans,0.863021,0
2,Kmeans,0.92228,0
2,Kmeans,0.916575,0
2,Kmeans,0.92026,0
2,Kmeans,0.472627,0
2,Kmeans,0.916329,0
2,Kmeans,0.814434,0
2,Kmeans,0.907827,0
2,Kmeans,0.92206,0
2,Kmeans,0.908746,0
2,Kmeans,0.831546,0
2,Kmeans,0.912196,0
2,Kmeans,0.756153,0
2,Kmeans,0.176181,1
2,Kmeans,0.92078,0
2,Kmeans,0.913252,0
2,Kmeans,0.852157,0
2,Kmeans,0.921895,0
2,Kmeans,0.899776,0
2,Kmeans,0.912699,0
2,Kmeans,0.908462,0
2,Kmeans,0.918685,0
2,Kmeans,0.88128,0
2,Kmeans,0.782871,0
2,Kmeans,0.920919,0
2,Kmeans,0.923356,0
2,Kmeans,0.914823,0
2,Kmeans,0.895629,0
2,Kmeans,0.921302,0
2,Kmeans,0.913525,0
2,Kmeans,0.920294,0
2,Kmeans,0.906128,0
2,Kmeans,0.917087,0
2,Kmeans,0.920135,0
2,Kmeans,0.884887,0
2,Kmeans,0.917483,0
2,Kmeans,0.921417,0
2,Kmeans,0.919954,0
2,Kmeans,0.914186,0
2,Kmeans,0.911947,0
2,Kmeans,0.89279,0
2,Kmeans,0.89454,0
2,Kmeans,0.92101,0
2,Kmeans,0.886439,0
2,Kmeans,0.920141,0
2,Kmeans,0.803912,0
2,Kmeans,0.772481,0
2,Kmeans,0.91023,0
2,Kmeans,0.697872,0
2,Kmeans,0.918306,0
2,Kmeans,0.807032,0
2,Kmeans,0.891443,0
2,Kmeans,0.920004,0
2,Kmeans,0.91807,0
2,Kmeans,0.920705,0
2,Kmeans,0.85182,0
2,Kmeans,0.912219,0
2,Kmeans,0.888978,0
2,Kmeans,0.907072,0
2,Kmeans,0.566892,0
2,Kmeans,0.852043,0
2,Kmeans,0.916387,0
2,Kmeans,0.922579,0
2,Kmeans,0.869138,0
2,Kmeans,0.917002,0
2,Kmeans,0.887833,0
2,Kmeans,0.897789,0
2,Kmeans,0.916048,0
2,Kmeans,0.87981,0
2,Kmeans,0.918139,0
2,Kmeans,0.895667,0
2,Kmeans,0.919506,0
2,Kmeans,0.835297,0
2,Kmeans,-0.179981,1
2,Kmeans,0.923323,0
2,Kmeans,0.914667,0
2,Kmeans,0.922216,0
2,Kmeans,0.919676,0
2,Kmeans,0.917986,0
2,Kmeans,0.911905,0
2,Kmeans,0.914704,0
2,Kmeans,0.906806,0
2,Kmeans,0.800754,0
2,Kmeans,0.914858,0
2,Kmeans,0.901716,0
2,Kmeans,0.913516,0
2,Kmeans,0.900459,0
2,Kmeans,0.919399,0
2,Kmeans,0.524307,0
2,Kmeans,0.920994,0
2,Kmeans,0.897658,0
2,Kmeans,0.920708,0
2,Kmeans,0.923545,0
2,Kmeans,0.91496,0
2,Kmeans,-0.093304,1
2,Kmeans,0.764663,0
2,Kmeans,0.870015,0
2,Kmeans,0.822321,0
2,Kmeans,0.764568,0
2,Kmeans,0.828381,0
2,Kmeans,0.920642,0
2,Kmeans,0.922155,0
2,Kmeans,0.915,0
2,Kmeans,0.88936,0
2,Kmeans,0.87663,0
2,Kmeans,0.857249,0
2,Kmeans,0.908347,0
2,Kmeans,0.906166,0
2,Kmeans,0.519919,0
2,Kmeans,0.916279,0
2,Kmeans,0.565364,0
2,Kmeans,0.173776,1
2,Kmeans,0.48972,0
2,Kmeans,0.797002,0
2,Kmeans,0.52514,0
2,Kmeans,0.538914,0
2,Kmeans,0.905073,0
2,Kmeans,0.91327,0
2,Kmeans,0.9238,0
2,Kmeans,0.906677,0
2,Kmeans,0.853339,0
2,Kmeans,0.922096,0
2,Kmeans,0.903947,0
2,Kmeans,0.91112,0
2,Kmeans,0.918525,0
2,Kmeans,0.912035,0
2,Kmeans,0.907,0
2,Kmeans,0.914344,0
2,Kmeans,0.880604,0
2,Kmeans,0.735503,0
2,Kmeans,0.911734,0
2,Kmeans,0.907286,0
2,Kmeans,0.922045,0
2,Kmeans,0.901945,0
2,Kmeans,0.914265,0
2,Kmeans,0.907393,0
2,Kmeans,0.848726,0
2,Kmeans,0.906103,0
2,Kmeans,0.92092,0
2,Kmeans,0.913398,0
2,Kmeans,0.880873,0
2,Kmeans,0.805121,0
2,Kmeans,0.906418,0
2,Kmeans,0.673114,0
2,Kmeans,-0.087348,1
2,Kmeans,0.917371,0
2,Kmeans,0.890903,0
2,Kmeans,0.921977,0
2,Kmeans,0.900761,0
2,Kmeans,0.904871,0
2,Kmeans,0.910542,0
2,Kmeans,0.91305,0
2,Kmeans,0.901327,0
2,Kmeans,0.910017,0
2,Kmeans,0.893334,0
2,Kmeans,0.819351,0
2,Kmeans,0.64246,0
2,Kmeans,0.918474,0
2,Kmeans,0.830162,0
2,Kmeans,0.900297,0
2,Kmeans,0.907385,0
2,Kmeans,0.760671,0
2,Kmeans,0.919239,0
2,Kmeans,0.914108,0
2,Kmeans,0.920301,0
2,Kmeans,0.782493,0
2,Kmeans,0.81382,0
2,Kmeans,0.919177,0
2,Kmeans,0.874323,0
2,Kmeans,0.920335,0
2,Kmeans,0.911388,0
2,Kmeans,0.904932,0
2,Kmeans,0.822684,0
2,Kmeans,0.844064,0
2,Kmeans,0.921805,0
2,Kmeans,0.895798,0
2,Kmeans,0.922033,0
2,Kmeans,0.084074,1
2,Kmeans,0.918183,0
2,Kmeans,0.9217,0
2,Kmeans,0.914035,0
2,Kmeans,0.915593,0
2,Kmeans,0.918387,0
2,Kmeans,0.802309,0
2,Kmeans,0.480982,0
2,Kmeans,0.912895,0
2,Kmeans,-0.047843,1
2,Kmeans,0.91787,0
2,Kmeans,0.887943,0
2,Kmeans,0.916049,0
2,Kmeans,0.838053,0
2,Kmeans,0.535992,0
2,Kmeans,0.916876,0
2,Kmeans,0.910333,0
2,Kmeans,0.900928,0
2,Kmeans,0.872395,0
2,Kmeans,0.919031,0
2,Kmeans,0.914565,0
2,Kmeans,0.90521,0
2,Kmeans,0.916534,0
2,Kmeans,0.386895,0
2,Kmeans,0.914435,0
2,Kmeans,0.897437,0
2,Kmeans,0.908404,0
2,Kmeans,0.91934,0
2,Kmeans,0.919441,0
2,Kmeans,0.9148,0
2,Kmeans,0.922076,0
2,Kmeans,0.915148,0
2,Kmeans,0.913095,0
2,Kmeans,0.919046,0
2,Kmeans,0.920825,0
2,Kmeans,0.922014,0
2,Kmeans,0.911481,0
2,Kmeans,0.443927,0
2,Kmeans,0.890349,0
2,Kmeans,0.819663,0
2,Kmeans,0.914134,0
2,Kmeans,0.803236,0
2,Kmeans,0.904477,0
2,Kmeans,0.760372,0
2,Kmeans,0.907168,0
2,Kmeans,0.722772,0
2,Kmeans,0.918172,0
2,Kmeans,0.914386,0
2,Kmeans,0.912798,0
2,Kmeans,0.896308,0
2,Kmeans,0.891664,0
2,Kmeans,0.707588,0
2,Kmeans,0.922537,0
2,Kmeans,0.91086,0
2,Kmeans,0.892681,0
2,Kmeans,-0.081588,1
2,Kmeans,-0.226751,1
2,Kmeans,0.873675,0
2,Kmeans,0.769878,0
2,Kmeans,0.906021,0
2,Kmeans,0.908982,0
2,Kmeans,0.914473,0
2,Kmeans,0.918099,0
2,Kmeans,0.894295,0
2,Kmeans,0.921421,0
2,Kmeans,0.863399,0
2,Kmeans,0.916884,0
2,Kmeans,0.868132,0
2,Kmeans,0.859526,0
2,Kmeans,0.916999,0
2,Kmeans,0.609543,0
2,Kmeans,0.111729,1
2,Kmeans,0.919809,0
2,Kmeans,0.888125,0
2,Kmeans,0.448628,0
2,Kmeans,0.912586,0
2,Kmeans,0.704989,0
2,Kmeans,0.921146,0
2,Kmeans,0.923282,0
2,Kmeans,0.910289,0
2,Kmeans,0.896752,0
2,Kmeans,-0.038467,1
2,Kmeans,0.902379,0
2,Kmeans,0.727454,0
2,Kmeans,0.920067,0
2,Kmeans,0.907318,0
2,Kmeans,0.916591,0
2,Kmeans,0.91922,0
2,Kmeans,0.921694,0
2,Kmeans,0.920724,0
2,Kmeans,0.91196,0
2,Kmeans,0.887771,0
2,Kmeans,0.920682,0
2,Kmeans,0.737823,0
2,Kmeans,0.696263,0
2,Kmeans,0.916725,0
2,Kmeans,0.921782,0
2,Kmeans,0.920035,0
2,Kmeans,0.910471,0
2,Kmeans,0.814116,0
2,Kmeans,0.92187,0
2,Kmeans,0.884501,0
2,Kmeans,0.908635,0
2,Kmeans,0.394703,0
2,Kmeans,0.915445,0
2,Kmeans,0.881096,0
2,Kmeans,0.870434,0
2,Kmeans,0.837498,0
2,Kmeans,0.89809,0
2,Kmeans,-0.045991,1
2,Kmeans,0.882153,0
2,Kmeans,0.919183,0
2,Kmeans,0.91787,0
2,Kmeans,0.91977,0
2,Kmeans,0.923542,0
2,Kmeans,0.918207,0
2,Kmeans,0.916645,0
2,Kmeans,0.918759,0
2,Kmeans,0.918234,0
2,Kmeans,-0.057739,1
2,Kmeans,0.900509,0
2,Kmeans,0.687955,0
2,Kmeans,0.915495,0
2,Kmeans,0.918223,0
2,Kmeans,0.497658,0
2,Kmeans,0.914026,0
2,Kmeans,-0.161862,1
2,Kmeans,0.91673,0
2,Kmeans,0.896605,0
2,Kmeans,0.901134,0
2,Kmeans,0.922785,0
2,Kmeans,0.91336,0
2,Kmeans,0.922232,0
2,Kmeans,0.891805,0
2,Kmeans,0.919764,0
2,Kmeans,0.785148,0
2,Kmeans,0.886634,0
2,Kmeans,0.556262,0
2,Kmeans,0.915272,0
2,Kmeans,0.915967,0
2,Kmeans,0.920005,0
2,Kmeans,0.912263,0
2,Kmeans,0.810604,0
2,Kmeans,0.900069,0
2,Kmeans,0.85122,0
2,Kmeans,0.913078,0
2,Kmeans,0.9188,0
2,Kmeans,0.913236,0
2,Kmeans,0.922841,0
2,Kmeans,0.727106,0
2,Kmeans,0.91908,0
2,Kmeans,0.922514,0
2,Kmeans,0.91617,0
2,Kmeans,0.921897,0
2,Kmeans,0.921929,0
2,Kmeans,0.911863,0
2,Kmeans,0.911094,0
2,Kmeans,0.900517,0
2,Kmeans,0.911274,0
2,Kmeans,0.824827,0
2,Kmeans,0.90702,0
2,Kmeans,0.922595,0
2,Kmeans,0.916191,0
2,Kmeans,0.917065,0
2,Kmeans,0.914987,0
2,Kmeans,0.916097,0
2,Kmeans,0.896454,0
2,Kmeans,0.864263,0
2,Kmeans,0.896993,0
2,Kmeans,0.914208,0
2,Kmeans,0.920128,0
2,Kmeans,0.919939,0
2,Kmeans,0.86692,0
2,Kmeans,0.649971,0
2,Kmeans,0.892699,0
2,Kmeans,0.916727,0
2,Kmeans,0.918496,0
2,Kmeans,0.865096,0
2,Kmeans,0.922656,0
2,Kmeans,0.557077,0
2,Kmeans,0.921958,0
2,Kmeans,0.89713,0
2,Kmeans,0.920676,0
2,Kmeans,0.923144,0
2,Kmeans,0.84926,0
2,Kmeans,0.871013,0
2,Kmeans,0.014679,1
2,Kmeans,0.91323,0
2,Kmeans,0.920619,0
2,Kmeans,0.920219,0
2,Kmeans,0.899592,0
2,Kmeans,0.913994,0
2,Kmeans,0.920623,0
2,Kmeans,0.868037,0
2,Kmeans,0.522547,0
2,Kmeans,0.916705,0
2,Kmeans,0.826615,0
2,Kmeans,0.908898,0
2,Kmeans,0.908006,0
2,Kmeans,0.749093,0
2,Kmeans,0.914444,0
2,Kmeans,0.918103,0
2,Kmeans,0.923338,0
2,Kmeans,0.919716,0
2,Kmeans,0.920035,0
2,Kmeans,0.884786,0
2,Kmeans,0.896861,0
2,Kmeans,0.921589,0
2,Kmeans,0.913625,0
2,Kmeans,0.918675,0
2,Kmeans,0.922409,0
2,Kmeans,0.919181,0
2,Kmeans,0.921348,0
2,Kmeans,0.864106,0
2,Kmeans,0.921811,0
2,Kmeans,0.912241,0
2,Kmeans,0.524644,0
2,Kmeans,0.922052,0
2,Kmeans,0.466598,0
2,Kmeans,0.466516,0
2,Kmeans,0.901391,0
2,Kmeans,0.38483,0
2,Kmeans,0.872658,0
2,Kmeans,0.917627,0
2,Kmeans,0.922096,0
2,Kmeans,0.017647,1
2,Kmeans,0.92151,0
2,Kmeans,0.917246,0
2,Kmeans,0.915183,0
2,Kmeans,0.88985,0
2,Kmeans,0.917833,0
2,Kmeans,0.915677,0
2,Kmeans,0.907201,0
2,Kmeans,-0.128474,1
2,Kmeans,0.920731,0
2,Kmeans,0.602256,0
2,Kmeans,0.147015,1
2,Kmeans,0.893822,0
2,Kmeans,0.908893,0
2,Kmeans,0.810127,0
2,Kmeans,0.867846,0
2,Kmeans,0.916006,0
2,Kmeans,0.854818,0
2,Kmeans,0.920838,0
2,Kmeans,0.919143,0
2,Kmeans,0.882768,0
2,Kmeans,0.802875,0
2,Kmeans,0.888409,0
2,Kmeans,0.094153,1
2,Kmeans,0.866925,0
2,Kmeans,0.921839,0
2,Kmeans,0.906681,0
2,Kmeans,0.483353,0
2,Kmeans,0.911291,0
2,Kmeans,0.914572,0
2,Kmeans,0.90723,0
2,Kmeans,0.017647,1
2,Kmeans,0.918742,0
2,Kmeans,0.19586,1
2,Kmeans,0.923187,0
2,Kmeans,0.728426,0
2,Kmeans,0.918607,0
2,Kmeans,0.923568,0
2,Kmeans,0.923085,0
2,Kmeans,0.916553,0
2,Kmeans,0.921919,0
2,Kmeans,0.914852,0
2,Kmeans,0.695088,0
2,Kmeans,0.100411,1
2,Kmeans,0.92348,0
2,Kmeans,0.88425,0
2,Kmeans,0.907369,0
2,Kmeans,0.917431,0
2,Kmeans,0.611082,0
2,Kmeans,0.908197,0
2,Kmeans,0.907522,0
2,Kmeans,0.916811,0
2,Kmeans,0.917907,0
2,Kmeans,0.922239,0
2,Kmeans,0.914919,0
2,Kmeans,0.91527,0
2,Kmeans,0.709693,0
2,Kmeans,0.913945,0
2,Kmeans,0.913819,0
2,Kmeans,0.905638,0
2,Kmeans,0.92095,0
2,Kmeans,-0.317756,1
2,Kmeans,0.905708,0
2,Kmeans,0.916052,0
2,Kmeans,0.907454,0
2,Kmeans,0.92309,0
2,Kmeans,0.916807,0
2,Kmeans,0.922184,0
2,Kmeans,0.914285,0
2,Kmeans,0.913992,0
2,Kmeans,0.784901,0
2,Kmeans,0.915484,0
2,Kmeans,0.915222,0
2,Kmeans,0.921711,0
2,Kmeans,0.922768,0
2,Kmeans,0.915903,0
2,Kmeans,0.921682,0
2,Kmeans,0.906354,0
2,Kmeans,0.919676,0
2,Kmeans,0.773631,0
2,Kmeans,0.923393,0
2,Kmeans,0.909917,0
2,Kmeans,0.920107,0
2,Kmeans,0.910437,0
2,Kmeans,0.757488,0
2,Kmeans,0.911724,0
2,Kmeans,0.921398,0
2,Kmeans,0.899352,0
2,Kmeans,0.915046,0
2,Kmeans,0.918829,0
2,Kmeans,0.895493,0
2,GMM,0.817205,0
2,GMM,0.7481,0
2,GMM,0.880703,0
2,GMM,-0.694345,1
2,GMM,0.875063,0
2,GMM,0.00426,1
2,GMM,-0.64832,1
2,GMM,0.871005,0
2,GMM,0.866035,0
2,GMM,0.811181,0
2,GMM,-0.48877,1
2,GMM,0.859788,0
2,GMM,-0.089645,1
2,GMM,0.880878,0
2,GMM,0.848662,0
2,GMM,0.872593,0
2,GMM,0.883699,0
2,GMM,0.804611,0
2,GMM,0.88,0
2,GMM,0.885886,0
2,GMM,-0.520292,1
2,GMM,-0.020225,1
2,GMM,-0.508763,1
2,GMM,0.862299,0
2,GMM,0.888176,0
2,GMM,0.859368,0
2,GMM,-0.156513,1
2,GMM,0.763898,0
2,GMM,0.648168,0
2,GMM,-0.481131,1
2,GMM,0.739851,0
2,GMM,0.886792,0
2,GMM,0.851319,0
2,GMM,0.890519,0
2,GMM,-0.621616,1
2,GMM,0.874454,0
2,GMM,-0.747698,1
2,GMM,0.884143,0
2,GMM,-0.411995,1
2,GMM,0.814945,0
2,GMM,-0.701554,1
2,GMM,0.867488,0
2,GMM,-0.48964,1
2,GMM,-0.305165,1
2,GMM,0.876271,0
2,GMM,0.889564,0
2,GMM,0.888639,0
2,GMM,0.866418,0
2,GMM,0.890962,0
2,GMM,0.849033,0
2,GMM,0.837405,0
2,GMM,0.880969,0
2,GMM,0.844777,0
2,GMM,0.034501,1
2,GMM,0.894016,0
2,GMM,0.862854,0
2,GMM,-0.430754,1
2,GMM,0.854104,0
2,GMM,0.842351,0
