k,type,score,label
2,Kmeans,0.871089,0
2,Kmeans,0.88031,0
2,Kmeans,0.848165,0
2,Kmeans,0.83351,0
2,Kmeans,0.856334,0
2,Kmeans,0.881537,0
2,Kmeans,0.882478,0
2,Kmeans,0.76402,0
2,Kmeans,0.686456,0
2,Kmeans,0.880174,0
2,Kmeans,0.57929,0
2,Kmeans,0.885372,0
2,Kmeans,0.883728,0
2,Kmeans,0.855586,0
2,Kmeans,0.878555,0
2,Kmeans,0.881094,0
2,Kmeans,0.876574,0
2,Kmeans,0.873357,0
2,Kmeans,0.865406,0
2,Kmeans,0.764934,0
2,Kmeans,0.882744,0
2,Kmeans,0.748487,0
2,Kmeans,0.833659,0
2,Kmeans,0.842086,0
2,Kmeans,0.886126,0
2,Kmeans,0.746822,0
2,Kmeans,0.880729,0
2,Kmeans,0.880068,0
2,Kmeans,0.766599,0
2,Kmeans,0.840164,0
2,Kmeans,0.741107,0
2,Kmeans,0.886214,0
2,Kmeans,0.763418,0
2,Kmeans,0.820905,0
2,Kmeans,0.850788,0
2,Kmeans,0.783337,0
2,Kmeans,0.884853,0
2,Kmeans,0.846897,0
2,Kmeans,0.87705,0
2,Kmeans,0.874283,0
2,Kmeans,0.759347,0
2,Kmeans,0.845603,0
2,Kmeans,0.88751,0
2,Kmeans,0.874362,0
2,Kmeans,0.838326,0
2,Kmeans,0.809831,0
2,Kmeans,0.781629,0
2,Kmeans,0.777446,0
2,Kmeans,0.875206,0
2,Kmeans,0.87521,0
2,Kmeans,0.883437,0
2,Kmeans,0.854169,0
2,Kmeans,0.769677,0
2,Kmeans,0.76654,0
2,Kmeans,0.831266,0
2,Kmeans,0.861161,0
2,Kmeans,0.828108,0
2,Kmeans,0.88242,0
2,Kmeans,0.87508,0
2,Kmeans,0.871879,0
2,Kmeans,0.730002,0
2,Kmeans,0.779154,0
2,Kmeans,0.860256,0
2,Kmeans,0.809353,0
2,Kmeans,0.814569,0
2,Kmeans,0.872814,0
2,Kmeans,0.774859,0
2,Kmeans,0.886521,0
2,Kmeans,0.762278,0
2,Kmeans,0.75346,0
2,Kmeans,0.872334,0
2,Kmeans,0.848335,0
2,Kmeans,0.877411,0
2,Kmeans,0.884474,0
2,Kmeans,0.859679,0
2,Kmeans,0.883339,0
2,Kmeans,0.882501,0
2,Kmeans,0.852468,0
2,Kmeans,0.880871,0
2,Kmeans,0.856108,0
2,Kmeans,0.455286,1
2,Kmeans,0.883462,0
2,Kmeans,0.869486,0
2,Kmeans,0.642837,0
2,Kmeans,0.87384,0
2,Kmeans,0.656571,0
2,Kmeans,0.882927,0
2,Kmeans,0.780218,0
2,Kmeans,0.875935,0
2,Kmeans,0.495061,0
2,Kmeans,0.810061,0
2,Kmeans,0.887494,0
2,Kmeans,0.826085,0
2,Kmeans,0.879271,0
2,Kmeans,0.877161,0
2,Kmeans,0.873607,0
2,Kmeans,0.866605,0
2,Kmeans,0.834525,0
2,Kmeans,0.869312,0
2,Kmeans,0.85824,0
2,Kmeans,0.706521,0
2,Kmeans,0.816726,0
2,Kmeans,0.87873,0
2,Kmeans,0.872817,0
2,Kmeans,0.875184,0
2,Kmeans,0.837605,0
2,Kmeans,0.869091,0
2,Kmeans,0.857065,0
2,Kmeans,0.884576,0
2,Kmeans,0.882137,0
2,Kmeans,0.859844,0
2,Kmeans,0.883069,0
2,Kmeans,0.813083,0
2,Kmeans,0.652126,0
2,Kmeans,0.812956,0
2,Kmeans,0.8489,0
2,Kmeans,0.876752,0
2,Kmeans,0.833678,0
2,Kmeans,0.875846,0
2,Kmeans,0.853894,0
2,Kmeans,0.325378,1
2,Kmeans,0.884232,0
2,Kmeans,0.881109,0
2,Kmeans,0.705503,0
2,Kmeans,0.852276,0
2,Kmeans,0.860956,0
2,Kmeans,0.882229,0
2,Kmeans,0.836858,0
2,Kmeans,0.1549,1
2,Kmeans,0.880311,0
2,Kmeans,0.833118,0
2,Kmeans,0.831559,0
2,Kmeans,0.882023,0
2,Kmeans,0.87234,0
2,Kmeans,0.764296,0
2,Kmeans,0.861137,0
2,Kmeans,0.887612,0
2,Kmeans,0.872073,0
2,Kmeans,0.709272,0
2,Kmeans,0.697598,0
2,Kmeans,0.883328,0
2,Kmeans,0.885588,0
2,Kmeans,0.872483,0
2,Kmeans,0.793949,0
2,Kmeans,0.885166,0
2,Kmeans,0.888311,0
2,Kmeans,0.856607,0
2,Kmeans,0.780929,0
2,Kmeans,0.869113,0
2,Kmeans,0.877108,0
2,Kmeans,0.870262,0
2,Kmeans,0.88357,0
2,Kmeans,0.878196,0
2,Kmeans,0.785255,0
2,Kmeans,0.775562,0
2,Kmeans,0.791502,0
2,Kmeans,0.880375,0
2,Kmeans,0.881983,0
2,Kmeans,0.87701,0
2,Kmeans,0.880283,0
2,Kmeans,0.624349,0
2,Kmeans,0.865919,0
2,Kmeans,0.762919,0
2,Kmeans,0.882968,0
2,Kmeans,0.885573,0
2,Kmeans,0.868084,0
2,Kmeans,0.866339,0
2,Kmeans,0.87397,0
2,Kmeans,0.7678,0
2,Kmeans,0.736948,0
2,Kmeans,0.878507,0
2,Kmeans,0.750979,0
2,Kmeans,0.875114,0
2,Kmeans,0.883888,0
2,Kmeans,0.857973,0
2,Kmeans,0.846789,0
2,Kmeans,0.856444,0
2,Kmeans,0.450226,0
2,Kmeans,0.852567,0
2,Kmeans,0.860905,0
2,Kmeans,0.882434,0
2,Kmeans,0.865553,0
2,Kmeans,0.795142,0
2,Kmeans,0.883223,0
2,Kmeans,0.877624,0
2,Kmeans,0.882748,0
2,Kmeans,0.76096,0
2,Kmeans,0.81102,0
2,Kmeans,0.787198,0
2,Kmeans,0.530293,0
2,Kmeans,0.87703,0
2,Kmeans,0.668317,0
2,Kmeans,0.866884,0
2,Kmeans,0.850868,0
2,Kmeans,0.864786,0
2,Kmeans,0.80492,0
2,Kmeans,0.80662,0
2,Kmeans,0.777952,0
2,Kmeans,0.864313,0
2,Kmeans,0.874756,0
2,Kmeans,0.851864,0
2,Kmeans,0.882188,0
2,Kmeans,0.874327,0
2,Kmeans,0.877157,0
2,Kmeans,0.882996,0
2,Kmeans,0.880431,0
2,Kmeans,0.866506,0
2,Kmeans,0.814456,0
2,Kmeans,0.884796,0
2,Kmeans,0.83225,0
2,Kmeans,0.163375,0
2,Kmeans,0.887227,0
2,Kmeans,0.880483,0
2,Kmeans,0.761733,0
2,Kmeans,0.885235,0
2,Kmeans,0.35675,0
2,Kmeans,0.106178,1
2,Kmeans,0.868234,0
2,Kmeans,0.83683,0
2,Kmeans,0.818128,0
2,Kmeans,0.857137,0
2,Kmeans,0.878937,0
2,Kmeans,0.742382,0
2,Kmeans,0.858723,0
2,Kmeans,0.887334,0
2,Kmeans,0.768915,0
2,Kmeans,0.84825,0
2,Kmeans,0.876492,0
2,Kmeans,0.853414,0
2,Kmeans,0.876923,0
2,Kmeans,0.881454,0
2,Kmeans,0.87796,0
2,Kmeans,0.593966,0
2,Kmeans,0.756598,0
2,Kmeans,0.879195,0
2,Kmeans,0.828413,0
2,Kmeans,0.802724,0
2,Kmeans,0.877608,0
2,Kmeans,0.887013,0
2,Kmeans,0.75826,0
2,Kmeans,0.856032,0
2,Kmeans,0.885484,0
2,Kmeans,0.877261,0
2,Kmeans,0.370424,1
2,Kmeans,0.876036,0
2,Kmeans,0.847465,0
2,Kmeans,0.715559,0
2,Kmeans,0.848837,0
2,Kmeans,0.882218,0
2,Kmeans,0.887787,0
2,Kmeans,0.794523,0
2,Kmeans,0.887055,0
2,Kmeans,0.882139,0
2,Kmeans,0.871284,0
2,Kmeans,0.875257,0
2,Kmeans,0.882711,0
2,Kmeans,0.827672,0
2,Kmeans,0.799501,0
2,Kmeans,0.872837,0
2,Kmeans,0.842608,0
2,Kmeans,0.85488,0
2,Kmeans,0.875675,0
2,Kmeans,0.871087,0
2,Kmeans,0.845296,0
2,Kmeans,0.864009,0
2,Kmeans,0.709572,0
2,Kmeans,0.846491,0
2,Kmeans,0.877744,0
2,Kmeans,0.877897,0
2,Kmeans,0.814366,0
2,Kmeans,0.853813,0
2,Kmeans,0.827037,0
2,Kmeans,0.851758,0
2,Kmeans,0.790509,0
2,Kmeans,0.876493,0
2,Kmeans,0.848415,0
2,Kmeans,0.823466,0
2,Kmeans,0.880283,0
2,Kmeans,0.880945,0
2,Kmeans,0.414044,1
2,Kmeans,0.771983,0
2,Kmeans,0.838516,0
2,Kmeans,0.756689,0
2,Kmeans,0.888267,0
2,Kmeans,0.833402,0
2,Kmeans,0.860505,0
2,Kmeans,0.789873,0
2,Kmeans,0.498149,0
2,Kmeans,0.857491,0
2,Kmeans,0.850898,0
2,Kmeans,0.875633,0
2,Kmeans,0.877479,0
2,Kmeans,0.87237,0
2,Kmeans,0.831258,0
2,Kmeans,0.87674,0
2,Kmeans,0.864378,0
2,Kmeans,0.879114,0
2,Kmeans,0.884172,0
2,Kmeans,0.885533,0
2,Kmeans,0.879853,0
2,Kmeans,0.887738,0
2,Kmeans,0.835351,0
2,Kmeans,0.862032,0
2,Kmeans,0.716585,0
2,Kmeans,0.813004,0
2,Kmeans,0.603666,0
2,Kmeans,0.883624,0
2,Kmeans,0.736986,0
2,Kmeans,0.881541,0
2,Kmeans,0.873184,0
2,Kmeans,0.881136,0
2,Kmeans,0.776526,0
2,Kmeans,0.883514,0
2,Kmeans,0.87064,0
2,Kmeans,0.870137,0
2,Kmeans,0.775667,0
2,Kmeans,0.874325,0
2,Kmeans,0.870044,0
2,Kmeans,0.872097,0
2,Kmeans,0.879888,0
2,Kmeans,0.88775,0
2,Kmeans,0.826717,0
2,Kmeans,0.739515,0
2,Kmeans,0.858304,0
2,Kmeans,0.884549,0
2,Kmeans,0.886553,0
2,Kmeans,0.879809,0
2,Kmeans,0.793962,0
2,Kmeans,0.872902,0
2,Kmeans,0.648602,0
2,Kmeans,0.741304,0
2,Kmeans,0.859886,0
2,Kmeans,0.809188,0
2,Kmeans,0.808766,0
2,Kmeans,0.707566,0
2,Kmeans,0.877289,0
2,Kmeans,0.875884,0
2,Kmeans,0.753061,0
2,Kmeans,0.868994,0
2,Kmeans,0.716521,0
2,Kmeans,0.84595,0
2,Kmeans,0.80232,0
2,Kmeans,0.786501,0
2,Kmeans,0.875293,0
2,Kmeans,0.873861,0
2,Kmeans,0.83638,0
2,Kmeans,0.823208,0
2,Kmeans,0.841136,0
2,Kmeans,0.880248,0
2,Kmeans,0.882274,0
2,Kmeans,0.670898,0
2,Kmeans,0.838349,0
2,Kmeans,0.869239,0
2,Kmeans,0.810586,0
2,Kmeans,0.878968,0
2,Kmeans,0.869797,0
2,Kmeans,0.877675,0
2,Kmeans,0.868829,0
2,Kmeans,0.722704,0
2,Kmeans,0.804677,0
2,Kmeans,0.83337,0
2,Kmeans,0.883735,0
2,Kmeans,0.879913,0
2,Kmeans,0.709432,0
2,Kmeans,0.874171,0
2,Kmeans,0.882392,0
2,Kmeans,0.860052,0
2,Kmeans,0.668162,0
2,Kmeans,0.819007,0
2,Kmeans,0.881116,0
2,Kmeans,0.793526,0
2,Kmeans,0.796412,0
2,Kmeans,0.857645,0
2,Kmeans,0.869146,0
2,Kmeans,0.810325,0
2,Kmeans,0.885633,0
2,Kmeans,0.607531,0
2,Kmeans,0.883132,0
2,Kmeans,0.854646,0
2,Kmeans,0.841328,0
2,Kmeans,0.881837,0
2,Kmeans,0.825684,0
2,Kmeans,0.875364,0
2,Kmeans,0.870879,0
2,Kmeans,0.879233,0
2,Kmeans,0.808802,0
2,Kmeans,0.881497,0
2,Kmeans,0.882072,0
2,Kmeans,0.885484,0
2,Kmeans,0.410562,0
2,Kmeans,0.724546,0
2,Kmeans,0.877856,0
2,Kmeans,0.87907,0
2,Kmeans,0.716955,0
2,Kmeans,0.8801,0
2,Kmeans,0.859252,0
2,Kmeans,0.748623,0
2,Kmeans,0.886713,0
2,Kmeans,0.880519,0
2,Kmeans,0.876331,0
2,Kmeans,0.883697,0
2,Kmeans,0.872644,0
2,Kmeans,0.859562,0
2,Kmeans,0.830787,0
2,Kmeans,0.872044,0
2,Kmeans,0.878627,0
2,Kmeans,0.77547,0
2,Kmeans,0.838825,0
2,Kmeans,0.829843,0
2,Kmeans,0.864589,0
2,Kmeans,0.886247,0
2,Kmeans,0.861419,0
2,Kmeans,0.878751,0
2,Kmeans,0.876801,0
2,Kmeans,0.784699,0
2,Kmeans,0.882641,0
2,Kmeans,0.880957,0
2,Kmeans,0.878788,0
2,Kmeans,0.853811,0
2,Kmeans,0.884406,0
2,Kmeans,0.845111,0
2,Kmeans,0.839619,0
2,Kmeans,0.878006,0
2,Kmeans,0.87835,0
2,Kmeans,0.859972,0
2,Kmeans,0.873198,0
2,Kmeans,0.824512,0
2,Kmeans,0.867175,0
2,Kmeans,0.860051,0
2,Kmeans,0.847788,0
2,Kmeans,0.874298,0
2,Kmeans,0.871952,0
2,Kmeans,0.626213,0
2,Kmeans,0.884603,0
2,Kmeans,0.886954,0
2,Kmeans,0.503497,0
2,Kmeans,0.797842,0
2,Kmeans,0.747449,0
2,Kmeans,0.868096,0
2,Kmeans,0.853146,0
2,Kmeans,0.861608,0
2,Kmeans,0.874661,0
2,Kmeans,0.725143,0
2,Kmeans,0.876172,0
2,Kmeans,0.867609,0
2,Kmeans,0.845032,0
2,Kmeans,0.863572,0
2,Kmeans,0.830607,0
2,Kmeans,0.882308,0
2,Kmeans,0.878381,0
2,Kmeans,0.328692,0
2,Kmeans,0.857268,0
2,Kmeans,0.140755,0
2,Kmeans,0.522138,0
2,Kmeans,0.737196,0
2,Kmeans,0.792111,0
2,Kmeans,0.878265,0
2,Kmeans,0.813597,0
2,Kmeans,0.876844,0
2,Kmeans,0.805479,0
2,Kmeans,0.880081,0
2,Kmeans,0.881175,0
2,Kmeans,0.799488,0
2,Kmeans,0.880358,0
2,Kmeans,0.888923,0
2,Kmeans,0.876037,0
2,Kmeans,0.868807,0
2,Kmeans,0.873113,0
2,Kmeans,0.864776,0
2,Kmeans,0.849131,0
2,Kmeans,0.811434,0
2,Kmeans,0.857907,0
2,Kmeans,0.873588,0
2,Kmeans,0.709928,0
2,Kmeans,0.859299,0
2,Kmeans,0.873686,0
2,Kmeans,0.637186,0
2,Kmeans,0.872274,0
2,Kmeans,0.846077,0
2,Kmeans,0.865247,0
2,Kmeans,0.877446,0
2,Kmeans,0.882918,0
2,Kmeans,0.884992,0
2,Kmeans,0.797687,0
2,Kmeans,0.782113,0
2,Kmeans,0.829866,0
2,Kmeans,0.470034,0
2,Kmeans,0.873408,0
2,Kmeans,0.829568,0
2,Kmeans,0.877908,0
2,Kmeans,0.87497,0
2,Kmeans,0.882334,0
2,Kmeans,0.870669,0
2,Kmeans,0.877522,0
2,Kmeans,0.750926,0
2,Kmeans,0.853623,0
2,Kmeans,0.809653,0
2,Kmeans,0.867088,0
2,Kmeans,0.859062,0
2,Kmeans,0.849772,0
2,Kmeans,0.864136,0
2,Kmeans,0.868381,0
2,Kmeans,0.801123,0
2,Kmeans,0.863724,0
2,Kmeans,0.863488,0
2,Kmeans,0.87003,0
2,Kmeans,0.875679,0
2,Kmeans,0.884232,0
2,Kmeans,0.866438,0
2,Kmeans,0.875097,0
2,Kmeans,0.748376,0
2,Kmeans,0.757328,0
2,Kmeans,0.736327,0
2,Kmeans,0.825401,0
2,Kmeans,0.81463,0
2,Kmeans,0.826603,0
2,Kmeans,0.87809,0
2,Kmeans,0.885982,0
2,Kmeans,0.872315,0
2,Kmeans,0.837051,0
2,Kmeans,0.873849,0
2,Kmeans,0.866704,0
2,Kmeans,0.881102,0
2,Kmeans,0.842079,0
2,Kmeans,0.849861,0
2,Kmeans,0.846889,0
2,Kmeans,0.868657,0
2,Kmeans,0.864639,0
2,Kmeans,0.867077,0
2,Kmeans,0.851033,0
2,Kmeans,0.801662,0
2,Kmeans,0.869063,0
2,Kmeans,0.864387,0
2,Kmeans,0.745641,0
2,Kmeans,0.884531,0
2,Kmeans,0.879758,0
2,Kmeans,0.038953,1
2,Kmeans,0.871153,0
2,Kmeans,0.876365,0
2,Kmeans,0.701611,0
2,Kmeans,0.879011,0
2,Kmeans,0.886281,0
2,Kmeans,0.831159,0
2,Kmeans,0.883586,0
2,Kmeans,0.880743,0
2,Kmeans,0.87512,0
2,Kmeans,0.87916,0
2,Kmeans,0.876654,0
2,Kmeans,0.36562,0
2,Kmeans,0.835559,0
2,Kmeans,0.862535,0
2,Kmeans,0.871909,0
2,Kmeans,0.667288,0
2,Kmeans,0.857388,0
2,Kmeans,0.466695,0
2,Kmeans,0.757182,0
2,Kmeans,0.872378,0
2,Kmeans,0.858962,0
2,Kmeans,0.862324,0
2,Kmeans,0.651946,0
2,Kmeans,0.883743,0
2,Kmeans,0.876192,0
2,Kmeans,0.873494,0
2,Kmeans,0.80515,0
2,Kmeans,0.776933,0
2,Kmeans,0.883443,0
2,Kmeans,0.869983,0
2,Kmeans,0.819409,0
2,Kmeans,0.789092,0
2,Kmeans,0.884239,0
2,Kmeans,0.883233,0
2,Kmeans,0.880391,0
2,Kmeans,0.885172,0
2,Kmeans,0.788255,0
2,Kmeans,0.831767,0
2,Kmeans,0.433475,1
2,Kmeans,0.846375,0
2,Kmeans,0.860732,0
2,Kmeans,0.804875,0
2,Kmeans,0.86282,0
2,Kmeans,0.883877,0
2,Kmeans,0.88711,0
2,Kmeans,0.877818,0
2,Kmeans,0.877857,0
2,Kmeans,0.869935,0
2,Kmeans,0.864973,0
2,Kmeans,0.836663,0
2,Kmeans,0.882148,0
2,Kmeans,0.318603,1
2,Kmeans,0.845419,0
2,Kmeans,0.716656,0
2,Kmeans,0.87481,0
2,Kmeans,0.763764,0
2,Kmeans,0.859504,0
2,Kmeans,0.883649,0
2,Kmeans,0.8609,0
2,Kmeans,0.884468,0
2,Kmeans,0.869139,0
2,Kmeans,0.849475,0
2,Kmeans,0.832118,0
2,Kmeans,0.867464,0
2,Kmeans,0.848821,0
2,Kmeans,0.856143,0
2,Kmeans,0.88461,0
2,Kmeans,0.865754,0
2,Kmeans,0.87265,0
2,Kmeans,0.87084,0
2,Kmeans,0.871905,0
2,Kmeans,0.884136,0
2,Kmeans,0.862351,0
2,Kmeans,0.724042,0
2,Kmeans,0.872026,0
2,Kmeans,0.592109,0
2,Kmeans,0.823504,0
2,Kmeans,0.446106,1
2,Kmeans,0.622268,0
2,Kmeans,0.745502,0
2,Kmeans,0.668035,0
2,Kmeans,0.430527,1
2,Kmeans,0.877887,0
2,Kmeans,0.881385,0
2,Kmeans,0.863646,0
2,Kmeans,0.882591,0
2,Kmeans,0.879668,0
2,Kmeans,0.766282,0
2,Kmeans,0.88263,0
2,Kmeans,0.83298,0
2,Kmeans,0.79207,0
2,Kmeans,0.868515,0
2,Kmeans,0.85428,0
2,Kmeans,0.880997,0
2,Kmeans,0.876263,0
2,Kmeans,0.8588,0
2,Kmeans,0.875476,0
2,Kmeans,0.880208,0
2,Kmeans,0.869456,0
2,Kmeans,0.870029,0
2,Kmeans,0.744335,0
2,Kmeans,0.883048,0
2,Kmeans,0.880103,0
2,Kmeans,0.888709,0
2,Kmeans,0.86035,0
2,Kmeans,0.871513,0
2,Kmeans,0.735767,0
2,Kmeans,0.880067,0
2,Kmeans,0.88328,0
2,Kmeans,0.8825,0
2,Kmeans,0.88065,0
2,Kmeans,0.823727,0
2,Kmeans,0.864377,0
2,Kmeans,0.86645,0
2,Kmeans,0.404894,1
2,Kmeans,0.876688,0
2,Kmeans,0.867234,0
2,Kmeans,0.880962,0
2,Kmeans,0.866881,0
2,Kmeans,0.864258,0
2,Kmeans,0.876263,0
2,Kmeans,0.879727,0
2,Kmeans,0.695511,0
2,Kmeans,0.881524,0
2,Kmeans,0.8791,0
2,Kmeans,0.848523,0
2,Kmeans,0.870424,0
2,Kmeans,0.886977,0
2,Kmeans,0.876184,0
2,Kmeans,0.845311,0
2,Kmeans,0.839907,0
2,Kmeans,0.332052,1
2,Kmeans,0.865407,0
2,Kmeans,0.863817,0
2,Kmeans,0.85456,0
2,Kmeans,0.716095,0
2,Kmeans,0.843475,0
2,Kmeans,0.775279,0
2,Kmeans,0.863796,0
2,Kmeans,0.874644,0
2,Kmeans,0.829653,0
2,Kmeans,0.871646,0
2,Kmeans,0.866589,0
2,Kmeans,0.881421,0
2,GMM,-0.498214,1
2,GMM,0.778451,0
2,GMM,0.782745,0
2,GMM,0.75152,0
2,GMM,0.765554,0
2,GMM,-0.644931,1
2,GMM,-0.551733,1
2,GMM,0.631858,0
2,GMM,0.779646,0
2,GMM,-0.084374,1
2,GMM,-0.456978,1
2,GMM,0.654643,0
2,GMM,-0.344583,1
2,GMM,0.513667,0
2,GMM,0.758134,0
2,GMM,-0.10033,1
2,GMM,0.779152,0
2,GMM,0.757845,0
2,GMM,0.662579,0
2,GMM,0.724303,0
2,GMM,0.679798,0
2,GMM,-0.384782,1
2,GMM,0.697431,0
2,GMM,0.476813,0
2,GMM,-0.353838,1
2,GMM,0.670677,0
2,GMM,-0.341916,1
2,GMM,0.758721,0
2,GMM,0.756222,0
2,GMM,0.700497,0
2,GMM,0.682567,0
2,GMM,0.723049,0
2,GMM,0.776107,0
2,GMM,0.106044,1
2,GMM,0.69218,0
2,GMM,-0.28494,1
2,GMM,0.617613,0
2,GMM,-0.190441,1
2,GMM,0.774107,0
2,GMM,0.014733,1
2,GMM,0.785142,0
2,GMM,0.761701,0
2,GMM,0.747591,0
2,GMM,0.604121,0
2,GMM,0.785378,0
2,GMM,-0.173967,1
2,GMM,0.752426,0
2,GMM,0.472804,0
2,GMM,-0.20426,1
2,GMM,0.778926,0
2,GMM,0.757085,0
2,GMM,0.69779,0
2,GMM,0.74878,0
2,GMM,0.644434,0
2,GMM,-0.178124,1
2,GMM,0.70882,0
2,GMM,-0.528541,1
2,GMM,0.765182,0
2,GMM,0.770611,0
2,GMM,0.65944,0
