,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.2535416603088378,0.12258143175555777,0.011344242095947265,0.0032435748152793735,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.4999999999999999,0.4999999999999999,0.5,0.5,0.5,0.5,7.02705371733744e-17,265,0.5,0.5,0.4999999999999999,0.5,0.5000000000000002,0.5,1.1102230246251565e-16
1,2.4341251850128174,0.7226150591676189,0.012973737716674805,0.00632342620193736,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.5097388849682427,0.5516584333098093,0.5,0.5411436212049708,0.5,0.5205238782766435,0.021696457595144034,243,0.5582252519439895,0.5453784447100369,0.4999999999999999,0.5354038927670649,0.5006410256410259,0.5279297230124234,0.023676497238501078
2,2.0518424034118654,0.9384458768419297,0.01078205108642578,0.0015718262180743853,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.6053163961420841,0.4999999999999999,0.5,0.5874862356457449,0.5,0.538586142577744,0.047571042339602826,210,0.5521112143970804,0.5,0.4999999999999999,0.613879458291641,0.5000000000000002,0.5331981345377443,0.04510771331558547
3,1.7679073810577393,0.253318304670462,0.013807296752929688,0.004060271078882774,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.6016701952481768,0.4999999999999999,0.5621598238162655,0.5,0.5333944722028967,0.5394559615016611,0.038842797317059516,209,0.5497533432684599,0.5,0.548150925814892,0.5,0.5734136333294068,0.5342635804825517,0.02937176754784608
4,2.5064816951751707,0.7797785357059775,0.01620965003967285,0.008452760187580854,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.5570689249588332,0.5654669489531873,0.5,0.6034214252005662,0.5317974827651636,0.5515659937641807,0.03452460410218345,172,0.5830217539924947,0.5674959054490727,0.4999999999999999,0.61960006841142,0.5722120783759376,0.5684659612457851,0.038804974601776815
5,2.4417901039123535,0.4632312434306266,0.018339061737060548,0.01059659207609394,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.5795577511173841,0.548012232415902,0.5724870221802736,0.5916076765770018,0.5,0.5583595047800906,0.03243394194592008,141,0.6032825264731777,0.5613558004908542,0.5715282678739578,0.6201740952687999,0.5000000000000002,0.571268138021358,0.04145885507855413
6,2.483817386627197,0.5966658624708635,0.015234851837158203,0.004824893698747738,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.5513761467889907,0.5454481298517995,0.5025876985999684,0.5777568035236748,0.5411896780722281,0.5436762818919681,0.02415513297076055,198,0.5214628244286073,0.5504247020691623,0.5178818212378141,0.6060308205242124,0.5799662308084974,0.5551532798136588,0.03391393383768714
7,2.93850998878479,1.2131674226213571,0.017633819580078126,0.00407287885123732,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.4999999999999999,0.5139026111503174,0.5662812647475224,0.5401368570080226,0.5272595028777434,0.5294995955301347,0.02274065785489693,227,0.5,0.5124735022304852,0.5701649540876805,0.5416872261331626,0.5603349432599052,0.5369321251422466,0.026970094190643067
8,2.9184916019439697,0.3054757505569248,0.015877199172973634,0.0018980067023730966,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.5965655139967067,0.5515172900494,0.569922919616171,0.5390593047034764,0.5127759155018659,0.5539994008609265,0.028259053452986023,163,0.6133425798867789,0.552635021813013,0.5818199600147045,0.5651427105469573,0.5410688341775632,0.5708018212878033,0.025208031193306838
9,3.5663247108459473,0.8123819976294572,0.01935262680053711,0.004607740495746609,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.6093389790637497,0.5695601035050576,0.6027764668868963,0.5673588170520685,0.5697931819619251,0.5837752335584493,0.01834251641404557,92,0.6180548792783754,0.5687796024965694,0.6137325113478426,0.6049491140917697,0.6142154552950879,0.6039463125019291,0.018099611828285924
10,3.659688663482666,1.124153738130966,0.019239425659179688,0.004801372389624727,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.6220653963773228,0.6604563632086566,0.6582743432436684,0.5945807770961143,0.5,0.6071427000003484,0.05881164689681687,33,0.6237921689561724,0.6799674403277609,0.6534381653158031,0.6187886657217504,0.5000000000000002,0.6151972880642974,0.06166801839785289
