,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5545234680175781,0.07074726180870473,0.10531220436096192,0.0019157302967998866,tanh,0.1,"(12, 12)",0.064,"{'NN__activation': 'tanh', 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (12, 12), 'NN__learning_rate_init': 0.064}",0.7200540320661893,0.7143745251087934,0.7015855127057153,0.7352873066353783,0.7188146478525335,0.7180223359947895,0.010823377423396587,1,0.72237798958928,0.7316597173544919,0.7184628647189334,0.7139615456404986,0.7283242027320607,0.722957264007053,0.006418642508892933
