,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.9504248142242432,0.3401032438974863,0.1889112949371338,0.035304911877275295,logistic,0.001,"(38, 38)",0.128,"{'NN__activation': 'logistic', 'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (38, 38), 'NN__learning_rate_init': 0.128}",0.67295477156195,0.6720204841713222,0.6330695220360025,0.6914183736809435,0.70770911360799,0.6754067603088162,0.024922285065909777,1,0.6986378205128205,0.6750042345198055,0.6985263871077021,0.6882183560384254,0.7033476058842859,0.6927468808126079,0.010156675339044331
