,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.4236613273620606,0.6581275027972403,0.01942276954650879,0.0022169823531780273,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 2}",0.5859799494910845,0.5109404096834265,0.6178227808814402,0.6233317815021725,0.6329588014981274,0.5941693112630374,0.04450381832201636,176,0.5702870046620048,0.5129600503302926,0.6077528008323856,0.6060226970261574,0.6153321992615647,0.582470950422481,0.03808919051231512
1,2.0594936847686767,1.5147763708603568,0.03119997978210449,0.021568322085966943,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 3}",0.5725491696640392,0.5985024829298573,0.5541201117318436,0.6220515207945376,0.5540730337078652,0.5802739857863107,0.026477654964770534,227,0.5631264568764569,0.5815011977641736,0.5680644614900671,0.6570401916422679,0.5611891322417892,0.5861842880029509,0.03613098369922514
2,2.407197284698486,0.353870272135005,0.02131505012512207,0.001932413605141543,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 4}",0.5573199663273897,0.6164649286157666,0.6374534450651769,0.6068823711980136,0.60666354556804,0.6049175337618569,0.026356704214768007,109,0.5690583721833723,0.6195634815011979,0.6246812011517895,0.6284729111718731,0.6133314646923508,0.6110214861401168,0.02158862973162662
3,2.4216607093811033,0.35970503989768327,0.02246851921081543,0.004591120969878331,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 5}",0.6022040254075152,0.624844816883923,0.6138268156424581,0.6179779639975171,0.6038545568039951,0.6125403205826224,0.00854435767883937,75,0.6195974164724165,0.5960413289133013,0.6156991797130207,0.6370871343189682,0.6188552318725716,0.6174560582580557,0.013065982582616516
4,2.8744712829589845,0.6670273184653002,0.03393421173095703,0.013928679969754429,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 6}",0.6049973214969006,0.5984248913718188,0.5597067039106145,0.5957091868404718,0.5512640449438202,0.5820632450725284,0.02203002032946046,214,0.6442890442890443,0.6233914874053282,0.562211145256128,0.6302030149781015,0.5688078714890492,0.6057805126835303,0.03362968340711175
5,3.85690016746521,0.458248660636741,0.025050592422485352,0.005432730962257242,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 7}",0.5722813193540982,0.5858938547486033,0.6401691495965238,0.6332247051520795,0.6357677902621722,0.6134167769932866,0.02850263006629067,73,0.5915306915306916,0.6254530936191838,0.6367919277953881,0.6474677571563386,0.6486004523399896,0.6299687844883184,0.020965623435541685
6,3.128031587600708,0.7629941551565128,0.024639129638671875,0.0056394409616231985,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 8}",0.5981480064284074,0.5914804469273743,0.6304314090626939,0.636018001241465,0.6412297128589265,0.6194271872508408,0.020520390510858966,63,0.6377063908313908,0.6271469015413652,0.6350618239891598,0.6529895709826506,0.6523627032147068,0.6410534781118546,0.010108062818831148
7,3.4322682857513427,0.6201924821321009,0.02950887680053711,0.019291839249645233,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 9}",0.5981480064284075,0.5997827436374923,0.5971446306641837,0.6027312228429548,0.6288233458177279,0.6053015473766478,0.011883154441332467,105,0.6245168026418026,0.6486074479154065,0.6236866939289086,0.6101773658867086,0.641680037115076,0.6297336694975805,0.013748933305949014
8,3.1325531959533692,0.8543476683301695,0.0257082462310791,0.010557408548192466,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 10}",0.6296012856814878,0.5984248913718188,0.6026536312849162,0.5957867783985104,0.6010455680399501,0.6055251845152103,0.012291880201524849,104,0.6758522727272728,0.6354296222808334,0.6202264863164518,0.6133060710915383,0.6351244901509734,0.635987788513414,0.02169383731566439
9,2.64673113822937,0.3463935888226117,0.02210826873779297,0.00579708083422236,0.1,"(50, 50)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 11}",0.5682253003749905,0.6095204841713222,0.6081626319056488,0.5929934823091249,0.5955836454431961,0.5948753093627144,0.014887092747077857,168,0.5794507575757575,0.644116437196022,0.63193311878433,0.6156628838289739,0.6147281127370436,0.6171782620244254,0.021794656565823144
10,3.228646087646484,0.7546211889265628,0.02825274467468262,0.013772283110176128,0.1,"(50, 50)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 12}",0.6159026555445013,0.5983472998137803,0.6166201117318436,0.6346601489757916,0.5553995006242198,0.6042341530232228,0.026928893878656754,120,0.6460251554001554,0.6520676555278633,0.6430493382050477,0.6292085077552206,0.565649707138853,0.6272000728054279,0.03167478790299849
