iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.128158042486,0.126011149259,0.129424113194,0.52526439483,0.558685446009,0.518796992481,0.614503816794,0.641904761905,0.6,0.066299541
10,0.112894614571,0.111025243447,0.112964213781,0.64071680376,0.640845070423,0.636278195489,0.757389406864,0.756756756757,0.754285714286,0.672950197
20,0.11846307755,0.117325525811,0.120017299402,0.62955346651,0.62558685446,0.62969924812,0.769596199525,0.766983199416,0.769859813084,1.251528687
30,0.119997655627,0.118226929992,0.119946290584,0.571386603995,0.558685446009,0.56484962406,0.691086174042,0.685092127303,0.686526743399,1.823269519
40,0.116381680312,0.115122385495,0.117918798189,0.623678025852,0.631455399061,0.619360902256,0.753890489914,0.760670731707,0.750154225787,2.394284218
50,0.1091216199,0.108303130334,0.109956402289,0.655405405405,0.654929577465,0.656954887218,0.76740035693,0.767772511848,0.765273311897,2.960802212
60,0.109050716289,0.107983802221,0.110043773272,0.655111633373,0.661971830986,0.649436090226,0.768533123028,0.772870662461,0.761661341853,3.535530784
70,0.10831610407,0.106776286957,0.108527277036,0.64982373678,0.640845070423,0.642857142857,0.772692601068,0.768532526475,0.768292682927,4.104533358
80,0.109582058258,0.10696533171,0.111169468492,0.648942420682,0.661971830986,0.640977443609,0.764253304399,0.770700636943,0.757306226175,4.69798986
90,0.11456495547,0.113799689423,0.115228206337,0.634841363102,0.6279342723,0.631578947368,0.731707317073,0.726488352028,0.732605729877,5.250296046
100,0.114834851582,0.114105154828,0.115094400266,0.620152761457,0.62323943662,0.608082706767,0.739472093492,0.740501212611,0.726198292843,5.820730979
110,0.111854981691,0.111489041206,0.113477567684,0.641304347826,0.62323943662,0.638157894737,0.756724447101,0.74422310757,0.754620777565,6.388590606
120,0.111268728469,0.110095653842,0.1123678938,0.658343125734,0.645539906103,0.664473684211,0.763088205337,0.752052545156,0.767729342876,6.956879738
130,0.10957103997,0.108650251234,0.110154247621,0.673325499412,0.659624413146,0.662593984962,0.763806287171,0.753820033956,0.759544541192,7.501704834
140,0.109450955554,0.10810034096,0.109759848421,0.647473560517,0.633802816901,0.653195488722,0.767080745342,0.757763975155,0.769806612601,8.0481045
150,0.106290534354,0.104769394037,0.106980326895,0.672444183314,0.673708920188,0.666353383459,0.773971214271,0.773983739837,0.770523594053,8.624525297
160,0.110879191923,0.109630176391,0.112147381043,0.64982373678,0.650234741784,0.638157894737,0.752697095436,0.752491694352,0.742129939719,9.211107702
170,0.106925126355,0.105698026125,0.107740434074,0.670681551116,0.663145539906,0.660714285714,0.775215560457,0.770583533173,0.768737988469,9.782408865
180,0.107000128295,0.105596788757,0.107963585892,0.669212690952,0.657276995305,0.657894736842,0.774529435322,0.765650080257,0.767857142857,10.380765246
190,0.106139432558,0.104980905623,0.106614190921,0.676263219741,0.670187793427,0.679511278195,0.776470588235,0.772469635628,0.779001944264,10.976633292
